content_id,date,daily_views,avg_rating
M0451279,2020-02-01,900,3.5
M0451279,2020-03-01,1200,4.375
M0451279,2020-04-01,600,2.25
M0451279,2020-05-01,600,4.0
M0451279,2020-06-01,900,4.166666666666667
M0451279,2020-07-01,900,3.8333333333333335
M0451279,2020-08-01,600,3.5
M0451279,2021-01-01,300,3.5
M0451279,2021-02-01,900,3.3333333333333335
M0451279,2021-03-01,600,3.25
M0451279,2021-04-01,300,4.0
M0451279,2021-05-01,300,1.0
M0451279,2021-06-01,300,3.5
M0451279,2021-07-01,300,3.0
M0451279,2021-10-01,300,2.0
M0451279,2021-11-01,600,3.25
M0478970,2015-07-01,130800,3.9174311926605503
M0478970,2015-08-01,56700,3.7433862433862433
M0478970,2015-09-01,4800,3.59375
M0478970,2015-10-01,2100,3.357142857142857
M0478970,2015-11-01,43200,3.6284722222222223
M0478970,2015-12-01,30900,3.8106796116504853
M0478970,2016-01-01,21000,3.7928571428571427
M0478970,2016-02-01,7500,3.68
M0478970,2016-03-01,4800,3.59375
M0478970,2016-04-01,4200,3.7857142857142856
M0478970,2016-05-01,6600,3.6818181818181817
M0478970,2016-06-01,2700,3.888888888888889
M0478970,2016-07-01,3600,3.9166666666666665
M0478970,2016-08-01,2400,3.25
M0478970,2016-09-01,2100,3.2857142857142856
M0478970,2016-10-01,900,3.1666666666666665
M0478970,2016-11-01,1800,3.8333333333333335
M0478970,2016-12-01,900,3.5
M0478970,2017-01-01,1800,3.6666666666666665
M0478970,2017-02-01,1200,3.875
M0478970,2017-03-01,1800,3.8333333333333335
M0478970,2017-04-01,900,4.0
M0478970,2017-05-01,1200,3.125
M0478970,2017-06-01,2100,3.7857142857142856
M0478970,2017-07-01,300,4.0
M0478970,2017-08-01,900,4.166666666666667
M0478970,2017-09-01,1800,3.3333333333333335
M0478970,2017-10-01,300,4.0
M0478970,2017-11-01,300,5.0
M0478970,2017-12-01,1200,3.25
M0478970,2018-01-01,900,4.0
M0478970,2018-02-01,1200,3.625
M0478970,2018-03-01,1200,4.0
M0478970,2018-04-01,2100,3.5714285714285716
M0478970,2018-05-01,2100,3.0714285714285716
M0478970,2018-06-01,1500,4.0
M0478970,2018-07-01,2700,3.888888888888889
M0478970,2018-08-01,3300,3.590909090909091
M0478970,2018-09-01,1800,3.1666666666666665
M0478970,2018-10-01,1200,4.125
M0478970,2018-11-01,900,4.0
M0478970,2018-12-01,1500,3.3
M0478970,2019-01-01,1200,3.75
M0478970,2019-02-01,900,3.6666666666666665
M0478970,2019-03-01,2400,3.3125
M0478970,2019-04-01,1500,3.4
M0478970,2019-05-01,3900,3.5
M0478970,2019-06-01,2100,3.5714285714285716
M0478970,2019-07-01,1200,4.0
M0478970,2019-08-01,2400,3.75
M0478970,2019-09-01,300,4.5
M0478970,2019-10-01,300,5.0
M0478970,2019-11-01,600,3.5
M0478970,2019-12-01,300,5.0
M0478970,2020-01-01,600,4.0
M0478970,2020-02-01,900,3.8333333333333335
M0478970,2020-03-01,300,4.5
M0478970,2020-04-01,1200,4.0
M0478970,2020-05-01,1200,3.375
M0478970,2020-06-01,900,3.1666666666666665
M0478970,2020-07-01,2100,3.5714285714285716
M0478970,2020-08-01,300,3.5
M0478970,2020-09-01,300,4.0
M0478970,2021-01-01,1800,4.0
M0478970,2021-02-01,600,3.5
M0478970,2021-03-01,600,3.5
M0478970,2021-04-01,600,4.0
M0478970,2021-05-01,600,3.5
M0478970,2021-06-01,300,3.0
M0478970,2021-07-01,900,3.3333333333333335
M0478970,2021-08-01,300,5.0
M0770828,2013-06-01,319200,3.924812030075188
M0770828,2013-07-01,66300,3.7194570135746607
M0770828,2013-08-01,14700,3.816326530612245
M0770828,2013-09-01,11100,3.7837837837837838
M0770828,2013-10-01,58200,3.5489690721649483
M0770828,2013-11-01,31800,3.6179245283018866
M0770828,2013-12-01,27600,3.625
M0770828,2014-01-01,12600,3.6785714285714284
M0770828,2014-02-01,6600,3.4545454545454546
M0770828,2014-03-01,5400,3.638888888888889
M0770828,2014-04-01,9900,3.5454545454545454
M0770828,2014-05-01,4800,3.125
M0770828,2014-06-01,4800,3.59375
M0770828,2014-07-01,2700,3.5
M0770828,2014-08-01,3000,3.3
M0770828,2014-09-01,3000,3.45
M0770828,2014-10-01,1500,3.7
M0770828,2014-11-01,300,3.0
M0770828,2014-12-01,900,4.0
M0770828,2015-01-01,2100,3.5
M0770828,2015-02-01,900,3.3333333333333335
M0770828,2015-03-01,1200,3.625
M0770828,2015-04-01,1500,3.4
M0770828,2015-05-01,900,3.5
M0770828,2015-07-01,3000,3.6
M0770828,2015-08-01,1500,3.8
M0770828,2015-09-01,600,3.5
M0770828,2015-10-01,300,4.5
M0770828,2015-11-01,300,3.5
M0770828,2015-12-01,900,2.1666666666666665
M0770828,2016-01-01,2400,3.25
M0770828,2016-02-01,1200,3.5
M0770828,2016-03-01,4200,3.642857142857143
M0770828,2016-04-01,1200,2.875
M0770828,2016-05-01,300,4.0
M0770828,2016-06-01,300,3.0
M0770828,2016-07-01,600,4.25
M0770828,2016-08-01,1800,3.4166666666666665
M0770828,2016-09-01,900,3.6666666666666665
M0770828,2016-10-01,900,4.333333333333333
M0770828,2016-11-01,300,4.0
M0770828,2016-12-01,1500,3.9
M0770828,2017-01-01,300,3.5
M0770828,2017-03-01,900,4.0
M0770828,2017-04-01,600,3.75
M0770828,2017-05-01,300,5.0
M0770828,2017-06-01,900,4.0
M0770828,2017-07-01,600,3.5
M0770828,2017-08-01,600,3.0
M0770828,2017-09-01,900,3.6666666666666665
M0770828,2017-10-01,300,4.0
M0770828,2017-11-01,900,3.3333333333333335
M0770828,2017-12-01,2100,3.857142857142857
M0770828,2018-01-01,600,3.25
M0770828,2018-02-01,300,5.0
M0770828,2018-03-01,1200,3.625
M0770828,2018-04-01,600,4.0
M0770828,2018-05-01,600,3.75
M0770828,2018-06-01,900,3.8333333333333335
M0770828,2018-07-01,1500,3.6
M0770828,2018-09-01,600,2.5
M0770828,2018-10-01,300,4.5
M0770828,2018-11-01,300,5.0
M0770828,2018-12-01,1200,3.625
M0770828,2019-01-01,1800,4.166666666666667
M0770828,2019-03-01,900,4.166666666666667
M0770828,2019-04-01,1200,3.875
M0770828,2019-05-01,300,4.0
M0770828,2019-06-01,300,3.5
M0770828,2019-07-01,1500,4.0
M0770828,2019-08-01,1800,4.333333333333333
M0770828,2019-09-01,300,3.5
M0770828,2019-10-01,600,3.75
M0770828,2019-12-01,300,3.5
M0770828,2020-01-01,300,4.0
M0770828,2020-02-01,600,3.5
M0770828,2020-04-01,1200,4.0
M0770828,2020-05-01,600,4.75
M0770828,2020-06-01,600,2.75
M0770828,2020-07-01,300,4.0
M0770828,2020-09-01,300,5.0
M0770828,2021-02-01,1200,3.875
M0770828,2021-03-01,1200,4.375
M0770828,2021-04-01,900,3.5
M0770828,2021-06-01,300,5.0
M0770828,2021-08-01,300,2.5
M0770828,2021-10-01,300,1.0
M0770828,2021-11-01,300,3.5
M0790636,2013-09-01,600,4.5
M0790636,2013-10-01,300,5.0
M0790636,2013-11-01,6300,4.214285714285714
M0790636,2013-12-01,4800,4.15625
M0790636,2014-01-01,75600,4.0396825396825395
M0790636,2014-02-01,107100,3.9873949579831933
M0790636,2014-03-01,91800,3.996732026143791
M0790636,2014-04-01,24300,4.030864197530864
M0790636,2014-05-01,12300,3.926829268292683
M0790636,2014-06-01,12600,4.0476190476190474
M0790636,2014-07-01,9300,3.9838709677419355
M0790636,2014-08-01,6300,3.738095238095238
M0790636,2014-09-01,5100,3.8823529411764706
M0790636,2014-10-01,3000,4.2
M0790636,2014-11-01,3000,3.85
M0790636,2014-12-01,5100,4.147058823529412
M0790636,2015-01-01,6000,3.7
M0790636,2015-02-01,4800,4.03125
M0790636,2015-03-01,2700,4.166666666666667
M0790636,2015-04-01,4800,3.8125
M0790636,2015-05-01,2700,3.6666666666666665
M0790636,2015-06-01,1500,4.2
M0790636,2015-07-01,2100,4.285714285714286
M0790636,2015-08-01,1200,4.5
M0790636,2015-09-01,900,4.666666666666667
M0790636,2015-10-01,1200,4.5
M0790636,2015-11-01,1500,4.2
M0790636,2015-12-01,1200,4.25
M0790636,2016-01-01,2400,4.0
M0790636,2016-02-01,2100,4.214285714285714
M0790636,2016-03-01,2700,3.8333333333333335
M0790636,2016-04-01,3300,3.9545454545454546
M0790636,2016-05-01,1500,4.3
M0790636,2016-06-01,1200,4.25
M0790636,2016-07-01,1500,4.1
M0790636,2016-08-01,1800,4.25
M0790636,2016-09-01,2400,4.0
M0790636,2016-10-01,300,5.0
M0790636,2016-11-01,1500,4.4
M0790636,2016-12-01,1500,4.1
M0790636,2017-01-01,1800,4.416666666666667
M0790636,2017-02-01,600,3.5
M0790636,2017-03-01,900,4.0
M0790636,2017-04-01,300,4.5
M0790636,2017-05-01,900,4.0
M0790636,2017-06-01,900,3.8333333333333335
M0790636,2017-07-01,900,3.6666666666666665
M0790636,2017-08-01,1800,3.4166666666666665
M0790636,2017-09-01,1500,4.2
M0790636,2017-10-01,1200,3.875
M0790636,2017-12-01,1200,3.75
M0790636,2018-01-01,900,4.166666666666667
M0790636,2018-02-01,1800,3.75
M0790636,2018-03-01,1800,4.25
M0790636,2018-04-01,300,4.0
M0790636,2018-05-01,600,4.5
M0790636,2018-06-01,1200,4.125
M0790636,2018-07-01,1500,4.4
M0790636,2018-08-01,1200,3.625
M0790636,2018-09-01,900,4.0
M0790636,2018-10-01,300,3.5
M0790636,2018-12-01,300,4.0
M0790636,2019-01-01,1500,3.2
M0790636,2019-02-01,600,4.75
M0790636,2019-03-01,300,4.0
M0790636,2019-04-01,900,4.166666666666667
M0790636,2019-05-01,600,4.25
M0790636,2019-06-01,1500,3.8
M0790636,2019-07-01,1800,4.0
M0790636,2019-08-01,1800,4.083333333333333
M0790636,2019-09-01,900,4.333333333333333
M0790636,2019-10-01,900,4.666666666666667
M0790636,2019-11-01,600,4.0
M0790636,2019-12-01,300,4.5
M0790636,2020-02-01,1200,3.875
M0790636,2020-03-01,1500,4.3
M0790636,2020-04-01,2400,4.125
M0790636,2020-05-01,2100,3.9285714285714284
M0790636,2020-06-01,900,4.166666666666667
M0790636,2020-07-01,600,4.75
M0790636,2020-08-01,300,4.5
M0790636,2020-09-01,300,4.5
M0790636,2021-01-01,600,4.25
M0790636,2021-02-01,300,3.5
M0790636,2021-03-01,300,3.5
M0790636,2021-04-01,300,4.0
M0790636,2021-05-01,300,4.0
M0790636,2021-06-01,300,3.5
M0790636,2021-07-01,600,4.0
M0790636,2021-10-01,300,3.5
M0816692,2014-10-01,1200,4.75
M0816692,2014-11-01,261900,4.427262313860252
M0816692,2014-12-01,14100,4.23404255319149
M0816692,2015-01-01,31200,4.346153846153846
M0816692,2015-02-01,12900,4.186046511627907
M0816692,2015-03-01,90600,4.51158940397351
M0816692,2015-04-01,48900,4.352760736196319
M0816692,2015-05-01,18300,4.377049180327869
M0816692,2015-06-01,12600,4.416666666666667
M0816692,2015-07-01,6900,4.413043478260869
M0816692,2015-08-01,9600,4.359375
M0816692,2015-09-01,3900,4.038461538461538
M0816692,2015-10-01,5100,4.264705882352941
M0816692,2015-11-01,1200,4.5
M0816692,2015-12-01,5400,3.9722222222222223
M0816692,2016-01-01,9900,4.287878787878788
M0816692,2016-02-01,3000,4.4
M0816692,2016-03-01,3300,4.409090909090909
M0816692,2016-04-01,3000,4.15
M0816692,2016-05-01,2100,4.285714285714286
M0816692,2016-06-01,2700,4.611111111111111
M0816692,2016-07-01,3900,4.8076923076923075
M0816692,2016-08-01,3600,4.208333333333333
M0816692,2016-09-01,3600,4.666666666666667
M0816692,2016-10-01,1500,4.1
M0816692,2016-11-01,2100,4.428571428571429
M0816692,2016-12-01,2400,4.8125
M0816692,2017-01-01,4500,4.233333333333333
M0816692,2017-02-01,2700,4.222222222222222
M0816692,2017-03-01,3900,4.6923076923076925
M0816692,2017-04-01,900,4.833333333333333
M0816692,2017-05-01,2100,4.857142857142857
M0816692,2017-06-01,2100,4.642857142857143
M0816692,2017-07-01,1500,4.5
M0816692,2017-08-01,5100,4.676470588235294
M0816692,2017-09-01,2400,4.6875
M0816692,2017-10-01,1500,4.3
M0816692,2017-11-01,2400,4.625
M0816692,2017-12-01,3300,4.681818181818182
M0816692,2018-01-01,1500,4.3
M0816692,2018-02-01,3900,4.8076923076923075
M0816692,2018-03-01,3600,4.291666666666667
M0816692,2018-04-01,3000,4.3
M0816692,2018-05-01,1500,4.6
M0816692,2018-06-01,1500,5.0
M0816692,2018-07-01,4500,4.7
M0816692,2018-08-01,1800,5.0
M0816692,2018-09-01,1200,4.625
M0816692,2018-10-01,1800,4.833333333333333
M0816692,2018-11-01,1500,4.9
M0816692,2018-12-01,2700,4.722222222222222
M0816692,2019-01-01,3000,4.25
M0816692,2019-02-01,3000,4.8
M0816692,2019-03-01,2100,4.642857142857143
M0816692,2019-04-01,2700,4.833333333333333
M0816692,2019-05-01,1200,4.75
M0816692,2019-06-01,2700,4.777777777777778
M0816692,2019-07-01,2100,4.857142857142857
M0816692,2019-08-01,3600,4.541666666666667
M0816692,2019-09-01,2100,4.428571428571429
M0816692,2019-10-01,1800,4.833333333333333
M0816692,2019-11-01,4800,4.78125
M0816692,2019-12-01,2700,4.722222222222222
M0816692,2020-01-01,6300,4.404761904761905
M0816692,2020-02-01,5100,4.588235294117647
M0816692,2020-03-01,4200,4.678571428571429
M0816692,2020-04-01,3900,4.884615384615385
M0816692,2020-05-01,3600,4.583333333333333
M0816692,2020-06-01,2100,4.642857142857143
M0816692,2020-07-01,1500,4.9
M0816692,2020-08-01,1200,4.25
M0816692,2020-09-01,900,4.5
M0816692,2021-01-01,1800,4.666666666666667
M0816692,2021-02-01,300,4.0
M0816692,2021-03-01,600,3.75
M0816692,2021-04-01,300,5.0
M0816692,2021-05-01,1500,4.9
M0816692,2021-06-01,1200,4.375
M0816692,2021-07-01,600,5.0
M0816692,2021-08-01,300,5.0
M0816692,2021-11-01,900,4.666666666666667
M0816711,2013-06-01,143100,3.6792452830188678
M0816711,2013-07-01,103800,3.663294797687861
M0816711,2013-08-01,18000,3.525
M0816711,2013-09-01,153000,3.6245098039215686
M0816711,2013-10-01,38400,3.59765625
M0816711,2013-11-01,27600,3.4184782608695654
M0816711,2013-12-01,18600,3.3870967741935485
M0816711,2014-01-01,16500,3.6272727272727274
M0816711,2014-02-01,7500,3.74
M0816711,2014-03-01,12000,3.75
M0816711,2014-04-01,6900,3.5217391304347827
M0816711,2014-05-01,6300,3.357142857142857
M0816711,2014-06-01,8400,3.2857142857142856
M0816711,2014-07-01,5100,3.764705882352941
M0816711,2014-08-01,3600,3.625
M0816711,2014-09-01,3600,3.625
M0816711,2014-10-01,2100,3.7142857142857144
M0816711,2014-11-01,1200,3.5
M0816711,2014-12-01,300,3.5
M0816711,2015-01-01,2100,4.285714285714286
M0816711,2015-02-01,900,3.8333333333333335
M0816711,2015-03-01,600,2.25
M0816711,2015-04-01,2400,3.375
M0816711,2015-05-01,3000,3.6
M0816711,2015-06-01,1500,4.1
M0816711,2015-07-01,900,3.0
M0816711,2015-08-01,900,4.166666666666667
M0816711,2015-09-01,600,3.5
M0816711,2015-10-01,900,3.8333333333333335
M0816711,2015-11-01,900,3.6666666666666665
M0816711,2015-12-01,600,4.0
M0816711,2016-01-01,2400,3.8125
M0816711,2016-02-01,600,4.0
M0816711,2016-03-01,900,4.0
M0816711,2016-04-01,900,3.6666666666666665
M0816711,2016-05-01,300,3.0
M0816711,2016-06-01,1200,3.625
M0816711,2016-08-01,1500,3.8
M0816711,2016-09-01,2100,3.642857142857143
M0816711,2016-10-01,600,3.75
M0816711,2016-11-01,300,4.0
M0816711,2016-12-01,300,4.0
M0816711,2017-01-01,900,3.1666666666666665
M0816711,2017-02-01,300,4.0
M0816711,2017-04-01,300,3.5
M0816711,2017-05-01,300,4.5
M0816711,2017-06-01,1500,4.0
M0816711,2017-07-01,600,3.0
M0816711,2017-08-01,300,3.5
M0816711,2017-10-01,300,4.0
M0816711,2017-11-01,600,3.25
M0816711,2018-01-01,600,4.0
M0816711,2018-02-01,300,4.5
M0816711,2018-04-01,300,3.5
M0816711,2018-06-01,600,3.5
M0816711,2018-09-01,300,3.5
M0816711,2018-11-01,300,2.5
M0816711,2018-12-01,300,4.0
M0816711,2019-02-01,600,3.5
M0816711,2019-03-01,300,3.0
M0816711,2019-04-01,300,3.0
M0816711,2019-05-01,900,4.0
M0816711,2019-06-01,300,4.0
M0816711,2019-07-01,600,4.0
M0816711,2019-09-01,300,4.5
M0816711,2020-01-01,1200,2.5
M0816711,2020-02-01,900,3.6666666666666665
M0816711,2020-03-01,900,3.1666666666666665
M0816711,2020-04-01,300,3.5
M0816711,2020-05-01,600,3.5
M0816711,2020-06-01,600,4.5
M0816711,2020-07-01,300,3.5
M0816711,2020-08-01,300,4.0
M0816711,2020-09-01,900,4.166666666666667
M0816711,2021-02-01,600,3.5
M0816711,2021-03-01,300,3.5
M0816711,2021-07-01,300,4.5
M0816711,2021-08-01,300,4.0
M0831387,2014-05-01,234600,3.559462915601023
M0831387,2014-06-01,31200,3.269230769230769
M0831387,2014-07-01,6600,3.0454545454545454
M0831387,2014-08-01,36900,3.0284552845528454
M0831387,2014-09-01,24300,2.611111111111111
M0831387,2014-10-01,14400,2.9479166666666665
M0831387,2014-11-01,5400,2.75
M0831387,2014-12-01,3000,3.0
M0831387,2015-01-01,4200,2.892857142857143
M0831387,2015-02-01,2100,2.5714285714285716
M0831387,2015-03-01,5400,2.638888888888889
M0831387,2015-04-01,3300,2.727272727272727
M0831387,2015-05-01,1800,3.0833333333333335
M0831387,2015-06-01,2400,3.375
M0831387,2015-07-01,3300,3.4545454545454546
M0831387,2015-08-01,1800,2.9166666666666665
M0831387,2015-09-01,600,2.25
M0831387,2015-10-01,600,3.5
M0831387,2015-11-01,300,3.5
M0831387,2016-01-01,300,3.5
M0831387,2016-03-01,600,2.25
M0831387,2016-04-01,600,1.25
M0831387,2016-05-01,600,3.0
M0831387,2016-07-01,900,2.8333333333333335
M0831387,2016-08-01,300,2.5
M0831387,2016-09-01,300,4.0
M0831387,2016-11-01,300,3.5
M0831387,2017-01-01,300,5.0
M0831387,2017-03-01,600,3.25
M0831387,2017-04-01,600,3.5
M0831387,2017-06-01,600,2.25
M0831387,2017-07-01,600,3.5
M0831387,2017-08-01,300,2.5
M0831387,2017-09-01,300,1.0
M0831387,2017-11-01,600,3.5
M0831387,2017-12-01,300,3.0
M0831387,2019-02-01,300,2.5
M0831387,2019-03-01,300,2.5
M0831387,2019-06-01,1800,3.1666666666666665
M0831387,2019-08-01,300,4.0
M0831387,2019-11-01,300,3.5
M0831387,2020-06-01,900,3.1666666666666665
M0831387,2021-01-01,300,5.0
M0831387,2021-02-01,300,2.5
M0831387,2021-03-01,1200,3.25
M0831387,2021-04-01,1800,3.1666666666666665
M0831387,2021-05-01,600,1.75
M0831387,2021-06-01,300,1.5
M0993846,2013-12-01,24300,4.283950617283951
M0993846,2014-01-01,283500,4.262962962962963
M0993846,2014-02-01,123600,4.080097087378641
M0993846,2014-03-01,75300,4.089641434262949
M0993846,2014-04-01,34200,4.074561403508772
M0993846,2014-05-01,25800,4.017441860465116
M0993846,2014-06-01,16500,3.963636363636364
M0993846,2014-07-01,7200,4.354166666666667
M0993846,2014-08-01,8700,3.9482758620689653
M0993846,2014-09-01,5700,3.8947368421052633
M0993846,2014-10-01,5100,3.9411764705882355
M0993846,2014-11-01,3000,3.8
M0993846,2014-12-01,4800,3.90625
M0993846,2015-01-01,9300,4.258064516129032
M0993846,2015-02-01,4200,4.035714285714286
M0993846,2015-03-01,4500,3.7333333333333334
M0993846,2015-04-01,4500,3.966666666666667
M0993846,2015-05-01,3300,4.136363636363637
M0993846,2015-06-01,4200,4.285714285714286
M0993846,2015-07-01,1500,4.2
M0993846,2015-08-01,3900,4.038461538461538
M0993846,2015-09-01,300,4.5
M0993846,2015-10-01,1500,4.3
M0993846,2015-11-01,2700,3.9444444444444446
M0993846,2015-12-01,600,3.5
M0993846,2016-01-01,4200,4.392857142857143
M0993846,2016-02-01,900,4.0
M0993846,2016-03-01,3000,4.1
M0993846,2016-04-01,2100,4.357142857142857
M0993846,2016-05-01,1500,4.0
M0993846,2016-06-01,1200,3.75
M0993846,2016-07-01,900,4.5
M0993846,2016-08-01,1200,4.375
M0993846,2016-09-01,900,3.8333333333333335
M0993846,2016-10-01,900,4.333333333333333
M0993846,2016-11-01,1500,4.5
M0993846,2016-12-01,600,4.75
M0993846,2017-01-01,2100,3.7857142857142856
M0993846,2017-02-01,1200,4.375
M0993846,2017-04-01,600,3.75
M0993846,2017-05-01,300,3.5
M0993846,2017-06-01,600,4.0
M0993846,2017-07-01,900,5.0
M0993846,2017-08-01,600,4.25
M0993846,2017-09-01,900,4.333333333333333
M0993846,2017-11-01,600,4.25
M0993846,2017-12-01,300,4.5
M0993846,2018-01-01,1200,4.375
M0993846,2018-02-01,1200,3.75
M0993846,2018-03-01,1200,4.875
M0993846,2018-04-01,600,3.25
M0993846,2018-05-01,300,5.0
M0993846,2018-06-01,1200,4.125
M0993846,2018-07-01,900,4.333333333333333
M0993846,2018-08-01,1500,4.5
M0993846,2018-09-01,300,4.0
M0993846,2018-10-01,900,3.5
M0993846,2018-11-01,1200,4.625
M0993846,2018-12-01,900,4.333333333333333
M0993846,2019-01-01,900,4.333333333333333
M0993846,2019-02-01,1200,4.5
M0993846,2019-03-01,600,3.75
M0993846,2019-04-01,600,3.25
M0993846,2019-05-01,1200,4.125
M0993846,2019-06-01,300,4.0
M0993846,2019-07-01,900,4.5
M0993846,2019-08-01,2100,3.9285714285714284
M0993846,2019-09-01,1800,4.333333333333333
M0993846,2019-10-01,1200,5.0
M0993846,2019-11-01,1200,2.875
M0993846,2019-12-01,2400,4.375
M0993846,2020-01-01,3300,4.318181818181818
M0993846,2020-02-01,2700,4.5
M0993846,2020-03-01,1800,4.416666666666667
M0993846,2020-04-01,2100,4.214285714285714
M0993846,2020-05-01,1800,4.0
M0993846,2020-06-01,1500,4.4
M0993846,2020-07-01,1800,4.416666666666667
M0993846,2020-08-01,2100,4.571428571428571
M0993846,2020-09-01,900,4.333333333333333
M0993846,2021-01-01,600,3.25
M0993846,2021-02-01,600,4.5
M0993846,2021-03-01,600,4.0
M0993846,2021-04-01,600,4.5
M0993846,2021-05-01,300,4.0
M0993846,2021-06-01,600,4.75
M0993846,2021-07-01,300,4.5
M0993846,2021-10-01,300,4.0
M0993846,2021-11-01,300,4.5
M1045658,2013-02-01,900,3.8333333333333335
M1045658,2013-03-01,56400,4.039893617021277
M1045658,2013-04-01,46500,3.9612903225806453
M1045658,2013-05-01,40800,4.073529411764706
M1045658,2013-06-01,23100,4.084415584415584
M1045658,2013-07-01,14100,4.0638297872340425
M1045658,2013-08-01,11700,3.858974358974359
M1045658,2013-09-01,17400,4.206896551724138
M1045658,2013-10-01,10200,3.8676470588235294
M1045658,2013-11-01,7800,4.230769230769231
M1045658,2013-12-01,11100,3.9594594594594597
M1045658,2014-01-01,10200,4.102941176470588
M1045658,2014-02-01,10200,4.073529411764706
M1045658,2014-03-01,6900,4.0
M1045658,2014-04-01,6000,4.125
M1045658,2014-05-01,3000,4.0
M1045658,2014-06-01,4800,3.96875
M1045658,2014-07-01,3000,4.05
M1045658,2014-08-01,2100,3.9285714285714284
M1045658,2014-09-01,6300,3.8095238095238093
M1045658,2014-10-01,1800,4.083333333333333
M1045658,2014-11-01,1200,3.875
M1045658,2014-12-01,1500,4.4
M1045658,2015-01-01,3600,4.0
M1045658,2015-02-01,2400,4.0625
M1045658,2015-03-01,1200,3.5
M1045658,2015-04-01,1200,3.75
M1045658,2015-05-01,2400,4.0
M1045658,2015-06-01,1200,3.0
M1045658,2015-07-01,1800,3.9166666666666665
M1045658,2015-08-01,1500,3.9
M1045658,2015-09-01,600,4.5
M1045658,2015-10-01,1200,3.5
M1045658,2015-11-01,2400,3.75
M1045658,2015-12-01,1200,4.5
M1045658,2016-01-01,1800,4.333333333333333
M1045658,2016-02-01,1500,3.8
M1045658,2016-03-01,300,4.0
M1045658,2016-04-01,900,4.166666666666667
M1045658,2016-05-01,1200,4.25
M1045658,2016-06-01,900,4.166666666666667
M1045658,2016-07-01,1200,4.375
M1045658,2016-08-01,2400,3.9375
M1045658,2016-09-01,1500,3.9
M1045658,2016-10-01,1800,4.25
M1045658,2016-11-01,1500,4.2
M1045658,2016-12-01,600,3.25
M1045658,2017-01-01,1200,4.5
M1045658,2017-02-01,1800,4.166666666666667
M1045658,2017-03-01,900,4.0
M1045658,2017-04-01,1200,4.25
M1045658,2017-05-01,600,4.5
