user_id,total_ratings,favorite_genre,favorite_device,first_seen,last_seen,tenure_days,ratings_per_day,subscription,age_group,days_inactive,churn_risk,is_active,avg_daily_hours,age_enc,sub_enc,risk_enc,genre_enc,dev_enc,is_active_bin,total_watches,avg_watch_pct,unique_genres,avg_rating_given,num_ratings,mobile_sessions,tv_sessions,evening_watches,weekend_watches,latest_watch,days_since_last,rating_ratio,mobile_ratio,evening_ratio,weekend_ratio
10056,4,Crime,Smart TV,2016-01-17 23:06:18,2016-03-27 21:43:19,69,0.058,Free,55+,2067,High,False,0.1,4,1,0,5,2,0,4,43.05,4,3.125,4,1,3,4,3,2016-03-27 21:43:19,2067,0.8,0.2,0.8,0.6
1006,7,Action,Smart TV,2018-06-20 18:43:40,2018-11-03 21:30:58,136,0.0515,Free,45-54,1116,High,False,0.1,3,1,0,0,2,0,7,49.65714285714286,4,3.5,7,2,4,4,4,2018-11-03 21:30:58,1116,0.875,0.25,0.5,0.5
10060,11,Action,Mobile,2013-07-21 02:50:41,2014-08-11 19:58:59,386,0.0285,Free,25-34,2661,High,False,0.1,1,1,0,0,1,0,11,49.654545454545456,7,3.727272727272727,11,8,2,5,4,2014-08-11 19:58:59,2661,0.9166666666666666,0.6666666666666666,0.4166666666666667,0.3333333333333333
10061,8,Drama,Mobile,2013-07-02 23:28:21,2013-07-02 23:40:46,1,8.0,Free,45-54,3066,High,False,5.94,3,1,0,7,1,0,8,49.475,5,3.375,8,8,0,8,0,2013-07-02 23:40:46,3066,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0
10064,25,Action,Smart TV,2015-07-01 01:17:52,2019-01-04 23:12:16,1283,0.0195,Free,18-24,1054,High,False,0.1,0,1,0,0,2,0,25,54.736000000000004,7,3.82,25,5,16,21,1,2019-01-04 23:12:16,1054,0.9615384615384616,0.19230769230769232,0.8076923076923077,0.038461538461538464
10065,18,Drama,Mobile,2016-02-27 00:12:30,2018-03-03 23:49:26,735,0.0245,Free,35-44,1361,High,False,0.1,2,1,0,7,1,0,18,49.583333333333336,8,3.9444444444444446,18,12,6,17,11,2018-03-03 23:49:26,1361,0.9473684210526315,0.631578947368421,0.8947368421052632,0.5789473684210527
10067,35,Action,Laptop,2013-09-10 17:02:00,2015-12-19 19:57:25,830,0.0422,Basic,18-24,2166,High,False,0.1,0,0,0,0,0,0,35,45.16,8,3.2285714285714286,35,12,11,19,28,2015-12-19 19:57:25,2166,0.9722222222222222,0.3333333333333333,0.5277777777777778,0.7777777777777778
10069,5,Action,Mobile,2013-06-01 23:15:49,2016-01-25 17:12:29,967,0.0052,Free,55+,2129,High,False,0.1,4,1,0,0,1,0,5,64.92,4,4.7,5,4,0,1,2,2016-01-25 17:12:29,2129,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.3333333333333333
10070,5,Drama,Smart TV,2013-03-03 18:35:52,2013-08-29 02:17:18,178,0.0281,Free,25-34,3009,High,False,0.1,1,1,0,7,2,0,5,73.4,4,4.9,5,1,3,4,3,2013-08-29 02:17:18,3009,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.5
10073,10,Action,Mobile,2013-04-03 18:28:04,2013-08-24 04:43:25,142,0.0704,Free,25-34,3014,High,False,0.1,1,1,0,0,1,0,10,53.589999999999996,6,4.0,10,7,2,3,1,2013-08-24 04:43:25,3014,0.9090909090909091,0.6363636363636364,0.2727272727272727,0.09090909090909091
10074,47,Action,Laptop,2013-03-02 16:12:10,2015-02-08 12:04:47,707,0.0665,Basic,25-34,2480,High,False,0.1,1,0,0,0,0,0,47,43.95106382978723,8,3.095744680851064,47,10,9,13,17,2015-02-08 12:04:47,2480,0.9791666666666666,0.20833333333333334,0.2708333333333333,0.3541666666666667
10075,11,Action,Laptop,2013-03-04 17:13:03,2013-06-09 16:34:33,96,0.1146,Free,45-54,3089,High,False,0.1,3,1,0,0,0,0,11,49.690909090909095,5,3.5,11,0,3,3,2,2013-06-09 16:34:33,3089,0.9166666666666666,0.0,0.25,0.16666666666666666
10076,17,Drama,Mobile,2013-03-15 01:47:49,2014-12-03 14:37:14,628,0.0271,Free,25-34,2547,High,False,0.1,1,1,0,7,1,0,17,57.57058823529412,5,4.029411764705882,17,10,3,10,7,2014-12-03 14:37:14,2547,0.9444444444444444,0.5555555555555556,0.5555555555555556,0.3888888888888889
10077,5,Drama,Laptop,2013-05-21 13:44:58,2013-07-12 22:28:32,52,0.0962,Free,35-44,3056,High,False,0.1,2,1,0,7,0,0,5,40.260000000000005,3,3.5,5,1,2,3,0,2013-07-12 22:28:32,3056,0.8333333333333334,0.16666666666666666,0.5,0.0
10078,11,Drama,Laptop,2014-02-02 11:43:37,2016-10-23 11:40:23,993,0.0111,Free,18-24,1857,High,False,0.1,0,1,0,7,0,0,11,60.45454545454545,5,4.2272727272727275,11,4,2,5,6,2016-10-23 11:40:23,1857,0.9166666666666666,0.3333333333333333,0.4166666666666667,0.5
10081,16,Animation,Mobile,2016-10-17 05:40:28,2017-09-22 21:37:10,340,0.0471,Free,35-44,1523,High,False,0.1,2,1,0,2,1,0,16,52.61875,5,3.875,16,12,1,1,0,2017-09-22 21:37:10,1523,0.9411764705882353,0.7058823529411765,0.058823529411764705,0.0
10086,14,Drama,Smart TV,2014-06-20 19:22:24,2017-04-15 02:52:52,1029,0.0136,Free,35-44,1684,High,False,0.1,2,1,0,7,2,0,14,52.728571428571435,5,4.071428571428571,14,4,9,12,4,2017-04-15 02:52:52,1684,0.9333333333333333,0.26666666666666666,0.8,0.26666666666666666
10088,20,Action,Mobile,2016-03-02 01:02:28,2019-10-15 18:47:57,1322,0.0151,Free,35-44,770,High,False,0.1,2,1,0,0,1,0,20,53.975,4,3.875,20,14,5,14,7,2019-10-15 18:47:57,770,0.9523809523809523,0.6666666666666666,0.6666666666666666,0.3333333333333333
1009,15,Action,Smart TV,2013-03-20 13:14:33,2017-06-14 19:23:20,1547,0.0097,Free,55+,1623,High,False,0.1,4,1,0,0,2,0,15,46.71333333333334,7,3.6,15,1,9,9,6,2017-06-14 19:23:20,1623,0.9375,0.0625,0.5625,0.375
10091,68,Action,Smart TV,2015-11-01 19:14:52,2019-09-01 08:09:06,1399,0.0486,Basic,35-44,814,High,False,0.1,2,0,0,0,2,0,68,52.04264705882353,8,3.610294117647059,68,12,42,45,15,2019-09-01 08:09:06,814,0.9855072463768116,0.17391304347826086,0.6521739130434783,0.21739130434782608
10095,11,Drama,Mobile,2019-10-18 22:26:32,2020-01-16 00:24:54,89,0.1236,Free,25-34,678,High,False,0.13,1,1,0,7,1,0,11,68.26363636363637,8,4.681818181818182,11,7,4,9,2,2020-01-16 00:24:54,678,0.9166666666666666,0.5833333333333334,0.75,0.16666666666666666
10096,22,Action,Laptop,2015-07-11 11:43:01,2015-07-17 14:45:04,6,3.6667,Free,25-34,2321,High,False,2.89,1,1,0,0,0,0,22,52.472727272727276,4,3.522727272727273,22,4,2,4,17,2015-07-17 14:45:04,2321,0.9565217391304348,0.17391304347826086,0.17391304347826086,0.7391304347826086
10099,121,Action,Mobile,2017-04-09 20:41:53,2019-05-05 09:18:09,755,0.1603,Standard,35-44,933,High,False,0.13,2,3,0,0,1,0,121,53.210743801652896,9,3.93801652892562,121,56,51,100,48,2019-05-05 09:18:09,933,0.9918032786885246,0.45901639344262296,0.819672131147541,0.39344262295081966
101,10,Drama,Smart TV,2013-08-13 06:33:54,2016-07-26 20:47:48,1078,0.0093,Free,18-24,1946,High,False,0.1,0,1,0,7,2,0,10,53.11,5,3.7,10,1,8,8,2,2016-07-26 20:47:48,1946,0.9090909090909091,0.09090909090909091,0.7272727272727273,0.18181818181818182
10102,8,Action,Smart TV,2013-09-01 19:24:31,2014-03-15 11:37:07,194,0.0412,Free,35-44,2810,High,False,0.1,2,1,0,0,2,0,8,44.075,5,3.1875,8,1,5,5,3,2014-03-15 11:37:07,2810,0.8888888888888888,0.1111111111111111,0.5555555555555556,0.3333333333333333
10103,42,Drama,Laptop,2020-01-15 22:53:21,2021-10-06 13:18:01,629,0.0668,Basic,35-44,48,Low,True,0.1,2,0,1,7,0,1,42,46.647619047619045,9,3.488095238095238,42,12,13,20,13,2021-10-06 13:18:01,48,0.9767441860465116,0.27906976744186046,0.46511627906976744,0.3023255813953488
10105,5,Action,Mobile,2014-07-14 06:42:44,2019-10-14 01:12:42,1917,0.0026,Free,18-24,772,High,False,0.1,0,1,0,0,1,0,5,41.54,3,2.8,5,4,0,2,0,2019-10-14 01:12:42,772,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.0
10107,5,Drama,Laptop,2013-08-31 14:54:09,2013-09-17 02:44:25,16,0.3125,Free,18-24,2990,High,False,0.19,0,1,0,7,0,0,5,40.78,4,3.2,5,2,1,2,2,2013-09-17 02:44:25,2990,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333
10108,11,Drama,Laptop,2015-08-01 17:38:47,2017-08-17 18:13:11,747,0.0147,Free,25-34,1559,High,False,0.1,1,1,0,7,0,0,11,60.06363636363637,7,4.454545454545454,11,1,5,5,3,2017-08-17 18:13:11,1559,0.9166666666666666,0.08333333333333333,0.4166666666666667,0.25
10119,31,Action,Laptop,2015-08-25 23:52:09,2016-11-20 11:33:53,452,0.0686,Basic,25-34,1829,High,False,0.1,1,0,0,0,0,0,31,52.65806451612904,7,3.6451612903225805,31,7,7,13,20,2016-11-20 11:33:53,1829,0.96875,0.21875,0.40625,0.625
1012,19,Action,Smart TV,2013-11-16 19:22:36,2014-07-12 14:25:59,237,0.0802,Free,35-44,2691,High,False,0.1,2,1,0,0,2,0,19,52.04736842105263,7,3.5789473684210527,19,6,10,16,5,2014-07-12 14:25:59,2691,0.95,0.3,0.8,0.25
10120,7,Crime,Smart TV,2013-03-09 21:42:00,2013-07-15 19:39:48,127,0.0551,Free,25-34,3053,High,False,0.1,1,1,0,5,2,0,7,43.628571428571426,4,2.9285714285714284,7,0,5,5,2,2013-07-15 19:39:48,3053,0.875,0.0,0.625,0.25
10122,14,Action,Smart TV,2016-12-22 15:32:19,2017-10-24 15:36:36,306,0.0458,Free,55+,1491,High,False,0.1,4,1,0,0,2,0,14,48.07142857142857,5,3.7142857142857144,14,3,7,9,5,2017-10-24 15:36:36,1491,0.9333333333333333,0.2,0.6,0.3333333333333333
10139,16,Drama,Laptop,2020-01-29 22:19:36,2021-11-20 11:17:47,660,0.0242,Free,18-24,3,Low,True,0.1,0,1,1,7,0,1,16,44.725,6,3.25,16,3,5,8,7,2021-11-20 11:17:47,3,0.9411764705882353,0.17647058823529413,0.47058823529411764,0.4117647058823529
10140,167,Animation,Laptop,2013-03-17 21:55:26,2018-02-26 20:15:25,1806,0.0925,Standard,18-24,1366,High,False,0.1,0,3,0,2,0,0,167,50.42814371257485,10,3.6766467065868262,167,30,62,85,46,2018-02-26 20:15:25,1366,0.9940476190476191,0.17857142857142858,0.5059523809523809,0.27380952380952384
10142,24,Action,Smart TV,2014-10-20 11:27:38,2018-01-30 10:16:24,1197,0.0201,Free,18-24,1393,High,False,0.1,0,1,0,0,2,0,24,57.37916666666666,7,3.8541666666666665,24,9,9,16,8,2018-01-30 10:16:24,1393,0.96,0.36,0.64,0.32
10143,8,Drama,Smart TV,2014-01-19 18:48:11,2016-01-23 15:16:49,733,0.0109,Free,35-44,2131,High,False,0.1,2,1,0,7,2,0,8,58.525,3,3.8125,8,0,5,5,7,2016-01-23 15:16:49,2131,0.8888888888888888,0.0,0.5555555555555556,0.7777777777777778
1015,17,Drama,Smart TV,2020-01-10 20:14:07,2021-10-15 15:56:31,643,0.0264,Free,25-34,39,Low,True,0.1,1,1,1,7,2,1,17,48.69411764705882,5,3.5588235294117645,17,6,9,12,5,2021-10-15 15:56:31,39,0.9444444444444444,0.3333333333333333,0.6666666666666666,0.2777777777777778
10154,7,Action,Smart TV,2014-10-23 11:07:02,2017-02-23 19:30:43,854,0.0082,Free,25-34,1734,High,False,0.1,1,1,0,0,2,0,7,60.25714285714285,5,3.9285714285714284,7,1,4,5,1,2017-02-23 19:30:43,1734,0.875,0.125,0.625,0.125
10156,11,Drama,Mobile,2017-01-22 21:13:42,2018-03-02 18:43:37,403,0.0273,Free,25-34,1362,High,False,0.1,1,1,0,7,1,0,11,57.16363636363636,5,4.136363636363637,11,5,2,2,4,2018-03-02 18:43:37,1362,0.9166666666666666,0.4166666666666667,0.16666666666666666,0.3333333333333333
10158,5,Biography,Smart TV,2013-05-11 16:42:22,2013-06-18 21:21:49,38,0.1316,Free,18-24,3080,High,False,0.12,0,1,0,3,2,0,5,59.55999999999999,3,4.1,5,0,3,3,2,2013-06-18 21:21:49,3080,0.8333333333333334,0.0,0.5,0.3333333333333333
1016,29,Action,Mobile,2013-03-01 20:41:47,2013-08-20 07:31:49,171,0.1696,Free,18-24,3017,High,False,0.14,0,1,0,0,1,0,29,53.1,9,3.7413793103448274,29,19,5,14,11,2013-08-20 07:31:49,3017,0.9666666666666667,0.6333333333333333,0.4666666666666667,0.36666666666666664
10161,15,Action,Mobile,2013-09-07 04:34:32,2014-10-13 05:08:55,401,0.0374,Free,35-44,2598,High,False,0.1,2,1,0,0,1,0,15,63.31333333333334,7,4.466666666666667,15,14,1,6,6,2014-10-13 05:08:55,2598,0.9375,0.875,0.375,0.375
10162,18,Action,Smart TV,2015-04-23 22:34:37,2019-12-26 13:02:59,1707,0.0105,Free,18-24,698,High,False,0.1,0,1,0,0,2,0,18,56.833333333333336,6,3.9444444444444446,18,4,9,10,6,2019-12-26 13:02:59,698,0.9473684210526315,0.21052631578947367,0.5263157894736842,0.3157894736842105
10165,11,Drama,Mobile,2015-02-17 03:58:00,2016-01-05 13:07:46,322,0.0342,Free,18-24,2149,High,False,0.1,0,1,0,7,1,0,11,48.58181818181818,5,3.5,11,6,3,4,4,2016-01-05 13:07:46,2149,0.9166666666666666,0.5,0.3333333333333333,0.3333333333333333
10168,16,Action,Laptop,2013-04-14 11:50:24,2014-11-04 07:18:15,568,0.0282,Free,25-34,2576,High,False,0.1,1,1,0,0,0,0,16,62.75,5,4.625,16,5,3,4,8,2014-11-04 07:18:15,2576,0.9411764705882353,0.29411764705882354,0.23529411764705882,0.47058823529411764
10171,11,Drama,Mobile,2016-03-12 03:05:09,2019-02-03 00:01:10,1057,0.0104,Free,45-54,1025,High,False,0.1,3,1,0,7,1,0,11,52.75454545454546,6,4.045454545454546,11,7,3,6,6,2019-02-03 00:01:10,1025,0.9166666666666666,0.5833333333333334,0.5,0.5
10176,15,Drama,Smart TV,2013-04-07 19:18:27,2014-11-05 21:16:32,577,0.026,Free,18-24,2575,High,False,0.1,0,1,0,7,2,0,15,46.29333333333333,5,3.2666666666666666,15,1,10,10,7,2014-11-05 21:16:32,2575,0.9375,0.0625,0.625,0.4375
10177,45,Drama,Mobile,2020-01-13 18:27:24,2021-08-14 21:16:09,579,0.0777,Basic,45-54,101,Medium,False,0.1,3,0,2,7,1,0,45,56.16444444444445,7,4.055555555555555,45,18,12,25,11,2021-08-14 21:16:09,101,0.9782608695652174,0.391304347826087,0.5434782608695652,0.2391304347826087
10178,16,Action,Smart TV,2013-08-24 20:16:00,2018-10-10 22:00:59,1873,0.0085,Free,18-24,1140,High,False,0.1,0,1,0,0,2,0,16,47.65,6,3.59375,16,3,11,13,10,2018-10-10 22:00:59,1140,0.9411764705882353,0.17647058823529413,0.7647058823529411,0.5882352941176471
10187,16,Action,Smart TV,2018-06-17 15:47:18,2020-02-02 21:54:24,595,0.0269,Free,55+,660,High,False,0.1,4,1,0,0,2,0,16,50.7125,4,3.65625,16,3,10,12,10,2020-02-02 21:54:24,660,0.9411764705882353,0.17647058823529413,0.7058823529411765,0.5882352941176471
1019,6,Action,Mobile,2013-11-04 23:20:05,2013-12-23 01:22:15,48,0.125,Free,25-34,2893,High,False,0.1,1,1,0,0,1,0,6,54.9,4,4.416666666666667,6,6,0,6,0,2013-12-23 01:22:15,2893,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0
10207,37,Action,Smart TV,2020-01-17 22:29:55,2021-11-24 00:05:10,676,0.0547,Basic,55+,0,Low,True,0.1,4,0,1,0,2,1,37,50.28648648648648,7,3.5675675675675675,37,12,20,26,10,2021-11-24 00:05:10,0,0.9736842105263158,0.3157894736842105,0.6842105263157895,0.2631578947368421
10209,6,Action,Smart TV,2014-01-11 00:15:46,2015-12-15 21:55:45,703,0.0085,Free,35-44,2170,High,False,0.1,2,1,0,0,2,0,6,62.11666666666667,3,4.25,6,2,4,5,4,2015-12-15 21:55:45,2170,0.8571428571428571,0.2857142857142857,0.7142857142857143,0.5714285714285714
1021,5,Action,Mobile,2013-09-03 00:42:46,2013-12-23 03:32:34,111,0.045,Free,35-44,2893,High,False,0.1,2,1,0,0,1,0,5,25.380000000000003,4,2.8,5,4,0,2,1,2013-12-23 03:32:34,2893,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.16666666666666666
10211,24,Drama,Smart TV,2014-03-13 22:58:57,2015-10-02 04:20:11,567,0.0423,Free,18-24,2245,High,False,0.1,0,1,0,7,2,0,24,48.25833333333333,7,3.5208333333333335,24,9,14,20,4,2015-10-02 04:20:11,2245,0.96,0.36,0.8,0.16
10214,81,Action,Smart TV,2013-03-06 07:15:16,2014-03-12 22:01:54,371,0.2183,Basic,25-34,2813,High,False,0.14,1,0,0,0,2,0,81,41.95061728395062,10,2.9876543209876543,81,18,41,41,23,2014-03-12 22:01:54,2813,0.9878048780487805,0.21951219512195122,0.5,0.2804878048780488
10215,9,Drama,Laptop,2013-03-06 17:48:35,2013-03-06 17:52:59,1,9.0,Free,18-24,3184,High,False,8.5,0,1,0,7,0,0,9,62.96666666666667,4,4.888888888888889,9,0,0,0,0,2013-03-06 17:52:59,3184,0.9,0.0,0.0,0.0
10217,57,Action,Mobile,2013-03-04 02:11:08,2015-02-26 21:12:35,724,0.0787,Basic,25-34,2462,High,False,0.1,1,0,0,0,1,0,57,57.335087719298244,8,4.114035087719298,57,51,2,12,37,2015-02-26 21:12:35,2462,0.9827586206896551,0.8793103448275862,0.20689655172413793,0.6379310344827587
10218,25,Action,Smart TV,2014-09-04 12:49:05,2015-08-24 12:32:23,353,0.0708,Free,18-24,2283,High,False,0.1,0,1,0,0,2,0,25,54.504,6,3.86,25,2,12,13,5,2015-08-24 12:32:23,2283,0.9615384615384616,0.07692307692307693,0.5,0.19230769230769232
10219,7,Action,Smart TV,2019-06-21 23:53:39,2019-09-10 17:17:15,80,0.0875,Free,25-34,805,High,False,0.1,1,1,0,0,2,0,7,36.771428571428565,5,3.0,7,1,3,4,3,2019-09-10 17:17:15,805,0.875,0.125,0.5,0.375
10221,4,Drama,Mobile,2017-02-28 15:05:12,2017-03-25 05:32:37,24,0.1667,Free,25-34,1704,High,False,0.14,1,1,0,7,1,0,4,56.55,4,3.875,4,3,0,1,2,2017-03-25 05:32:37,1704,0.8,0.6,0.2,0.4
10223,30,Crime,Smart TV,2013-03-02 23:03:02,2013-06-27 21:43:24,116,0.2586,Basic,18-24,3071,High,False,0.21,0,0,0,5,2,0,30,53.79666666666667,8,3.9,30,6,19,23,8,2013-06-27 21:43:24,3071,0.967741935483871,0.1935483870967742,0.7419354838709677,0.25806451612903225
10227,9,Action,Mobile,2020-01-14 09:17:05,2021-10-16 11:34:23,641,0.014,Free,35-44,38,Low,True,0.1,2,1,1,0,1,1,9,55.56666666666667,5,4.0,9,6,2,5,3,2021-10-16 11:34:23,38,0.9,0.6,0.5,0.3
10229,3,Crime,Smart TV,2020-03-01 22:14:16,2020-04-02 21:05:46,31,0.0968,Free,35-44,600,High,False,0.1,2,1,0,5,2,0,3,51.833333333333336,2,3.8333333333333335,3,0,3,3,1,2020-04-02 21:05:46,600,0.75,0.0,0.75,0.25
10230,5,Drama,Mobile,2015-09-12 21:11:35,2016-06-17 12:44:02,278,0.018,Free,25-34,1985,High,False,0.1,1,1,0,7,1,0,5,49.88,2,4.0,5,2,1,1,3,2016-06-17 12:44:02,1985,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.5
10234,6,Action,Mobile,2016-11-04 23:19:45,2016-12-02 08:36:35,27,0.2222,Free,25-34,1817,High,False,0.17,1,1,0,0,1,0,6,51.68333333333334,4,4.0,6,4,1,4,0,2016-12-02 08:36:35,1817,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.0
10246,5,Drama,Smart TV,2020-01-13 19:38:16,2021-04-24 23:31:16,467,0.0107,Free,18-24,213,High,False,0.1,0,1,0,7,2,0,5,52.0,3,4.2,5,1,4,5,1,2021-04-24 23:31:16,213,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666
10248,7,Comedy,Mobile,2013-09-04 03:52:19,2013-09-12 00:10:15,7,1.0,Free,35-44,2995,High,False,0.54,2,1,0,4,1,0,7,36.214285714285715,3,3.0714285714285716,7,7,0,6,0,2013-09-12 00:10:15,2995,0.875,0.875,0.75,0.0
10251,12,Action,Smart TV,2014-01-03 23:39:14,2015-11-21 22:50:28,686,0.0175,Free,55+,2194,High,False,0.1,4,1,0,0,2,0,12,49.69166666666666,5,3.7083333333333335,12,2,8,10,4,2015-11-21 22:50:28,2194,0.9230769230769231,0.15384615384615385,0.7692307692307693,0.3076923076923077
