content_id,imdb_id,title,genre,release_year,avg_rating,total_views,runtime_min,popularity,is_classic,language,is_original,director,country,budget,gross,votes,num_seasons
M0082340,0082340,Escape from New York,Action,1981.0,3.69,66,99,4.204692619390966,1,Other,False,John Carpenter,United States,6000000.0,25244626.0,131000.0,1
M0082348,0082348,Excalibur,Adventure,1981.0,3.09,11,140,2.4849066497880004,1,Other,False,John Boorman,United Kingdom,11000000.0,34971136.0,59000.0,1
M0082377,0082377,The Final Conflict,Horror,1981.0,3.1,15,108,2.772588722239781,1,Other,False,Graham Baker,United Kingdom,5000000.0,20471382.0,19000.0,1
M0082398,0082398,For Your Eyes Only,Action,1981.0,3.56,36,127,3.6109179126442243,1,Other,False,John Glen,United Kingdom,28000000.0,54813222.0,94000.0,1
M0082406,0082406,The Fox and the Hound,Animation,1981.0,3.64,18,83,2.9444389791664403,1,Other,False,Directors,United States,12000000.0,63456988.0,87000.0,1
M0082418,0082418,Friday the 13th Part 2,Horror,1981.0,3.21,41,87,3.7376696182833684,1,Other,False,Steve Miner,United States,1250000.0,21722776.0,61000.0,1
M0082432,0082432,Gallipoli,Adventure,1981.0,4.19,16,110,2.833213344056216,1,Other,False,Peter Weir,Australia,,5732587.0,38000.0,1
M0082495,0082495,Halloween II,Horror,1981.0,3.38,52,92,3.970291913552122,1,Other,False,Rick Rosenthal,United States,2500000.0,25533818.0,77000.0,1
M0082509,0082509,Heavy Metal,Animation,1981.0,3.65,10,91,2.3978952727983707,1,English,False,,,,,,1
M0082517,0082517,History of the World: Part I,Comedy,1981.0,3.5,16,92,2.833213344056216,1,Other,False,Mel Brooks,United States,11000000.0,31672907.0,47000.0,1
M0082533,0082533,The Howling,Horror,1981.0,3.5,14,91,2.70805020110221,1,Other,False,Joe Dante,United States,1000000.0,17985893.0,32000.0,1
M0082694,0082694,Mad Max 2,Action,1981.0,3.95,106,96,4.672828834461906,1,Other,False,George Miller,Australia,3000000.0,23668369.0,170000.0,1
M0082783,0082783,My Dinner with Andre,Biography,1981.0,3.94,26,110,3.295836866004329,1,Other,False,Louis Malle,United States,,5073.0,19000.0,1
M0082846,0082846,On Golden Pond,Drama,1981.0,4.22,18,109,2.9444389791664403,1,Other,False,Mark Rydell,United States,,119285432.0,29000.0,1
M0082869,0082869,Outland,Action,1981.0,3.36,11,109,2.4849066497880004,1,Other,False,Peter Hyams,United Kingdom,16000000.0,17374595.0,28000.0,1
M0082933,0082933,Possession,Drama,1981.0,3.27,11,124,2.4849066497880004,1,Other,False,Andrzej Zulawski,France,,1113538.0,27000.0,1
M0082934,0082934,The Postman Always Rings Twice,Crime,1981.0,3.05,10,122,2.3978952727983707,1,Other,False,Bob Rafelson,West Germany,12000000.0,12376625.0,22000.0,1
M0082971,0082971,Raiders of the Lost Ark,Action,1981.0,4.16,186,107,5.231108616854587,1,English,False,,,,,,1
M0082979,0082979,Reds,Biography,1981.0,3.83,12,195,2.5649493574615367,1,Other,False,Warren Beatty,United States,32000000.0,40382659.0,21000.0,1
M0083131,0083131,Stripes,Comedy,1981.0,3.45,38,106,3.6635616461296463,1,Other,False,Ivan Reitman,United States,10000000.0,85297000.0,68000.0,1
M0083190,0083190,Thief,Action,1981.0,3.76,29,123,3.4011973816621555,1,Other,False,Michael Mann,United States,5500000.0,11492915.0,27000.0,1
M0083284,0083284,Victory,Drama,1981.0,3.11,18,116,2.9444389791664403,1,Other,False,John Huston,United Kingdom,10000000.0,10853418.0,29000.0,1
M0083511,0083511,48 Hrs.,Action,1982.0,3.75,24,96,3.2188758248682006,1,Other,False,Walter Hill,United States,12000000.0,78868508.0,73000.0,1
M0083530,0083530,Airplane II: The Sequel,Comedy,1982.0,3.24,19,85,2.995732273553991,1,Other,False,Ken Finkleman,United States,15000000.0,27150534.0,50000.0,1
M0083550,0083550,Amityville II: The Possession,Horror,1982.0,2.88,13,104,2.6390573296152584,1,Other,False,Damiano Damiani,Mexico,5000000.0,12534817.0,11000.0,1
M0083564,0083564,Annie,Comedy,1982.0,4.05,11,127,2.4849066497880004,1,Other,False,John Huston,United States,50000000.0,57063861.0,41000.0,1
M0083624,0083624,Basket Case,Comedy,1982.0,2.7,10,100,2.3978952727983707,1,English,False,,,,,,1
M0083658,0083658,Blade Runner,Sci-Fi,1982.0,3.85,359,117,5.886104031450156,1,Other,False,Ridley Scott,United States,28000000.0,41676878.0,710000.0,1
M0083722,0083722,Cat People,Fantasy,1982.0,3.15,10,118,2.3978952727983707,1,Other,False,Paul Schrader,United States,18000000.0,7000000.0,20000.0,1
M0083767,0083767,Creepshow,Comedy,1982.0,3.8,15,120,2.772588722239781,1,Other,False,George A. Romero,United States,8000000.0,21028755.0,44000.0,1
M0083791,0083791,The Dark Crystal,Adventure,1982.0,3.65,26,93,3.295836866004329,1,Other,False,Jim Henson,United Kingdom,15000000.0,41630431.0,63000.0,1
M0083866,0083866,E.T. the Extra-Terrestrial,Family,1982.0,4.2,96,115,4.574710978503383,1,Other,False,Steven Spielberg,United States,10500000.0,792910554.0,381000.0,1
M0083907,0083907,The Evil Dead,Horror,1981.0,3.68,94,85,4.553876891600541,1,Other,False,Sam Raimi,United States,350000.0,2956630.0,192000.0,1
M0083908,0083908,Evil Under the Sun,Drama,1982.0,3.7,10,117,2.3978952727983707,1,Other,False,Guy Hamilton,United Kingdom,10000000.0,6110670.0,15000.0,1
M0083922,0083922,Fanny och Alexander,Drama,1982.0,4.29,34,109,3.5553480614894135,1,English,False,,,,,,1
M0083929,0083929,Fast Times at Ridgemont High,Comedy,1982.0,3.54,27,90,3.332204510175204,1,Other,False,Amy Heckerling,United States,4500000.0,27092880.0,98000.0,1
M0083944,0083944,First Blood,Action,1982.0,4.03,97,93,4.584967478670572,1,Other,False,Ted Kotcheff,United States,15000000.0,125212904.0,234000.0,1
M0083946,0083946,Fitzcarraldo,Adventure,1982.0,3.64,18,105,2.9444389791664403,1,English,False,,,,,,1
M0083972,0083972,Friday the 13th Part III,Horror,1982.0,2.98,29,95,3.4011973816621555,1,Other,False,Steve Miner,United States,2300000.0,36690067.0,49000.0,1
M0083987,0083987,Gandhi,Biography,1982.0,4.27,76,191,4.343805421853684,1,Other,False,Richard Attenborough,United Kingdom,22000000.0,52767889.0,220000.0,1
M0084335,0084335,Missing,Biography,1982.0,3.97,16,122,2.833213344056216,1,Other,False,Costa-Gavras,United States,9500000.0,14000000.0,19000.0,1
M0084434,0084434,An Officer and a Gentleman,Drama,1982.0,4.03,17,124,2.8903717578961645,1,Other,False,Taylor Hackford,United States,7500000.0,129795554.0,52000.0,1
M0084503,0084503,Pink Floyd The Wall,Animation,1982.0,4.35,27,91,3.332204510175204,1,English,False,,,,,,1
M0084516,0084516,Poltergeist,Horror,1982.0,3.89,75,114,4.330733340286331,1,Other,False,Tobe Hooper,United States,10700000.0,77142388.0,148000.0,1
M0084522,0084522,Porky's,Comedy,1982.0,3.33,12,94,2.5649493574615367,1,Other,False,Bob Clark,Canada,2500000.0,111289673.0,40000.0,1
M0084602,0084602,Rocky III,Drama,1982.0,3.62,68,99,4.23410650459726,1,Other,False,Sylvester Stallone,United States,17000000.0,125052686.0,179000.0,1
M0084649,0084649,The Secret of NIMH,Animation,1982.0,3.45,11,82,2.4849066497880004,1,Other,False,Don Bluth,United States,7000000.0,14665733.0,37000.0,1
M0084695,0084695,The Slumber Party Massacre,Horror,1982.0,2.68,11,96,2.4849066497880004,1,English,False,,,,,,1
M0084707,0084707,Sophie's Choice,Drama,1982.0,3.87,38,150,3.6635616461296463,1,Other,False,Alan J. Pakula,United Kingdom,12000000.0,30036000.0,44000.0,1
M0084726,0084726,Star Trek II: The Wrath of Khan,Action,1982.0,3.98,60,113,4.110873864173311,1,Other,False,Nicholas Meyer,United States,11200000.0,78912963.0,115000.0,1
M0084777,0084777,Tenebre,Horror,1982.0,3.68,14,96,2.70805020110221,1,English,False,,,,,,1
M0084787,0084787,The Thing,Horror,1982.0,4.04,148,109,5.003946305945459,1,Other,False,John Carpenter,United States,15000000.0,19632053.0,382000.0,1
M0084805,0084805,Tootsie,Comedy,1982.0,3.87,54,116,4.007333185232471,1,Other,False,Sydney Pollack,United States,21000000.0,177200000.0,100000.0,1
M0084827,0084827,TRON,Action,1982.0,3.63,27,96,3.332204510175204,1,Other,False,Steven Lisberger,United States,17000000.0,33000525.0,115000.0,1
M0084855,0084855,The Verdict,Drama,1982.0,4.04,34,129,3.5553480614894135,1,Other,False,Sidney Lumet,United States,16000000.0,53993738.0,37000.0,1
M0084917,0084917,The World According to Garp,Comedy,1982.0,4.27,13,136,2.6390573296152584,1,Other,False,George Roy Hill,United States,17000000.0,29712172.0,25000.0,1
M0085244,0085244,The Big Chill,Comedy,1983.0,3.7,10,105,2.3978952727983707,1,Other,False,Lawrence Kasdan,United States,8000000.0,56399659.0,34000.0,1
M0085333,0085333,Christine,Horror,1983.0,3.66,38,110,3.6635616461296463,1,Other,False,John Carpenter,United States,9700000.0,21017849.0,75000.0,1
M0085334,0085334,A Christmas Story,Comedy,1983.0,4.1,36,93,3.6109179126442243,1,Other,False,Bob Clark,United States,3300000.0,20653717.0,134000.0,1
M0085382,0085382,Cujo,Horror,1983.0,2.96,25,93,3.258096538021482,1,Other,False,Lewis Teague,United States,5000000.0,21156152.0,41000.0,1
M0085407,0085407,The Dead Zone,Drama,1983.0,3.68,34,103,3.5553480614894135,1,Other,False,David Cronenberg,United States,10000000.0,20766616.0,65000.0,1
M0085549,0085549,Flashdance,Drama,1983.0,3.58,18,95,2.9444389791664403,1,Other,False,Adrian Lyne,United States,4000000.0,92921203.0,50000.0,1
M0085636,0085636,Halloween III: Season of the Witch,Horror,1982.0,2.77,41,98,3.7376696182833684,1,Other,False,Tommy Lee Wallace,United States,2500000.0,14400000.0,45000.0,1
M0085701,0085701,The Hunger,Drama,1983.0,3.58,13,97,2.6390573296152584,1,Other,False,Tony Scott,United Kingdom,,5988322.0,24000.0,1
M0085750,0085750,Jaws 3-D,Adventure,1983.0,2.11,14,99,2.70805020110221,1,Other,False,Joe Alves,United States,20500000.0,87987055.0,41000.0,1
M0085794,0085794,The King of Comedy,Comedy,1982.0,3.95,149,109,5.0106352940962555,1,Other,False,Martin Scorsese,United States,20000000.0,2536242.0,94000.0,1
M0085811,0085811,Krull,Action,1983.0,3.27,11,121,2.4849066497880004,1,Other,False,Peter Yates,United Kingdom,47000000.0,16916617.0,31000.0,1
M0085859,0085859,Local Hero,Comedy,1983.0,3.85,10,111,2.3978952727983707,1,Other,False,Bill Forsyth,United Kingdom,,5899678.0,22000.0,1
M0085959,0085959,The Meaning of Life,Comedy,1983.0,3.8,32,107,3.4965075614664802,1,Other,False,Terry Jones,United Kingdom,9000000.0,14949697.0,115000.0,1
M0085970,0085970,Mr. Mom,Comedy,1983.0,3.65,10,91,2.3978952727983707,1,Other,False,Stan Dragoti,United States,,64783827.0,22000.0,1
M0085995,0085995,National Lampoon's Vacation,Adventure,1983.0,3.97,51,98,3.9512437185814275,1,Other,False,Harold Ramis,United States,15000000.0,61399552.0,100000.0,1
M0086006,0086006,Never Say Never Again,Action,1983.0,3.0,19,134,2.995732273553991,1,Other,False,Irvin Kershner,United Kingdom,36000000.0,55432841.0,63000.0,1
M0086022,0086022,Nostalgia,Drama,1983.0,4.09,16,109,2.833213344056216,1,English,False,,,,,,1
M0086034,0086034,Octopussy,Action,1983.0,3.28,34,131,3.5553480614894135,1,Other,False,John Glen,United Kingdom,27500000.0,67893619.0,98000.0,1
M0086066,0086066,The Outsiders,Crime,1983.0,3.66,32,91,3.4965075614664802,1,Other,False,Francis Ford Coppola,United States,10000000.0,25697647.0,78000.0,1
M0086154,0086154,Psycho II,Crime,1983.0,3.55,22,113,3.1354942159291497,1,Other,False,Richard Franklin,United States,5000000.0,34725000.0,25000.0,1
M0086190,0086190,Star Wars: Episode VI - Return of the Jedi,Action,1983.0,4.17,296,131,5.6937321388027,1,Other,False,Richard Marquand,United States,32500000.0,475106177.0,973000.0,1
M0086197,0086197,The Right Stuff,Adventure,1983.0,4.04,23,193,3.1780538303479458,1,Other,False,Philip Kaufman,United States,27000000.0,21192315.0,57000.0,1
M0086200,0086200,Risky Business,Comedy,1983.0,3.6,54,99,4.007333185232471,1,Other,False,Paul Brickman,United States,6200000.0,63541777.0,83000.0,1
M0086216,0086216,Rumble Fish,Crime,1983.0,3.92,18,94,2.9444389791664403,1,Other,False,Francis Ford Coppola,United States,10000000.0,2494480.0,32000.0,1
M0086250,0086250,Scarface,Crime,1983.0,4.26,417,170,6.035481432524756,1,Other,False,Brian De Palma,United States,25000000.0,65884703.0,766000.0,1
M0086320,0086320,Sleepaway Camp,Horror,1983.0,3.25,20,84,3.044522437723423,1,Other,False,Robert Hiltzik,United States,350000.0,,28000.0,1
M0086383,0086383,Sudden Impact,Action,1983.0,3.08,18,117,2.9444389791664403,1,Other,False,Clint Eastwood,United States,22000000.0,67642693.0,42000.0,1
M0086393,0086393,Superman III,Action,1983.0,2.59,29,125,3.4011973816621555,1,Other,False,Richard Lester,France,39000000.0,59950623.0,66000.0,1
M0086425,0086425,Terms of Endearment,Comedy,1983.0,4.04,42,132,3.7612001156935624,1,Other,False,James L. Brooks,United States,8000000.0,108423749.0,57000.0,1
M0086465,0086465,Trading Places,Comedy,1983.0,3.96,77,116,4.356708826689592,1,Other,False,John Landis,United States,15000000.0,90404800.0,141000.0,1
M0086541,0086541,Videodrome,Horror,1983.0,3.49,38,87,3.6635616461296463,1,Other,False,David Cronenberg,Canada,5952000.0,2120439.0,86000.0,1
M0086567,0086567,WarGames,Sci-Fi,1983.0,3.74,42,114,3.7612001156935624,1,Other,False,John Badham,United States,12000000.0,79567667.0,93000.0,1
M0086617,0086617,The Year of Living Dangerously,Drama,1982.0,3.3,10,115,2.3978952727983707,1,Other,False,Peter Weir,Australia,13000000.0,10278575.0,20000.0,1
M0086637,0086637,Zelig,Comedy,1983.0,4.06,35,79,3.58351893845611,1,Other,False,Woody Allen,United States,,11798616.0,41000.0,1
M0086837,0086837,2010: The Year We Make Contact,Adventure,1984.0,3.4,24,116,3.2188758248682006,1,Other,False,Peter Hyams,United States,28000000.0,40400657.0,50000.0,1
M0086879,0086879,Amadeus,Biography,1984.0,4.54,297,160,5.697093486505405,1,Other,False,Milos Forman,United States,18000000.0,52066791.0,377000.0,1
M0086960,0086960,Beverly Hills Cop,Action,1984.0,3.76,67,105,4.219507705176107,1,Other,False,Martin Brest,United States,14000000.0,316360478.0,171000.0,1
M0086979,0086979,Blood Simple,Crime,1984.0,3.78,69,99,4.248495242049359,1,Other,False,Joel Coen,United States,1500000.0,4228292.0,91000.0,1
M0086984,0086984,Body Double,Thriller,1984.0,3.5,11,114,2.4849066497880004,1,Other,False,Brian De Palma,United States,10000000.0,8801940.0,30000.0,1
M0086993,0086993,The Bounty,Action,1984.0,3.55,10,132,2.3978952727983707,1,Other,False,Roger Donaldson,United Kingdom,25000000.0,8613462.0,25000.0,1
M0087050,0087050,Children of the Corn,Horror,1984.0,2.83,27,92,3.332204510175204,1,Other,False,Fritz Kiersch,United States,800000.0,14568989.0,49000.0,1
M0087078,0087078,Conan the Destroyer,Action,1984.0,3.43,21,103,3.091042453358316,1,Other,False,Richard Fleischer,United States,18000000.0,31042035.0,77000.0,1
M0087182,0087182,Dune,Action,1984.0,3.14,39,137,3.6888794541139363,1,Other,False,David Lynch,United States,40000000.0,30925690.0,132000.0,1
M0087233,0087233,Falling in Love,Drama,1984.0,3.35,13,106,2.6390573296152584,1,Other,False,Ulu Grosbard,United States,12000000.0,11129057.0,13000.0,1
M0087277,0087277,Footloose,Drama,1984.0,3.47,37,107,3.6375861597263857,1,Other,False,Herbert Ross,United States,8200000.0,80039064.0,73000.0,1
M0087298,0087298,Friday the 13th: The Final Chapter,Horror,1984.0,3.06,27,91,3.332204510175204,1,Other,False,Joseph Zito,United States,2600000.0,32980880.0,47000.0,1
M0087332,0087332,Ghostbusters,Action,1984.0,4.09,137,105,4.927253685157205,1,Other,False,Ivan Reitman,United States,30000000.0,296187079.0,365000.0,1
M0087363,0087363,Gremlins,Comedy,1984.0,3.87,79,106,4.382026634673881,1,Other,False,Joe Dante,United States,11000000.0,153633143.0,204000.0,1
M0087469,0087469,Indiana Jones and the Temple of Doom,Action,1984.0,3.73,123,118,4.820281565605037,1,Other,False,Steven Spielberg,United States,28000000.0,333107271.0,459000.0,1
M0087538,0087538,The Karate Kid,Action,1984.0,3.96,60,126,4.110873864173311,1,Other,False,John G. Avildsen,United States,8000000.0,91119319.0,205000.0,1
M0087544,0087544,Kaze no tani no Naushika,Animation,1984.0,4.03,71,91,4.276666119016055,1,English,False,,,,,,1
M0087553,0087553,The Killing Fields,Biography,1984.0,3.97,17,141,2.8903717578961645,1,Other,False,Roland Joffé,United Kingdom,14400000.0,34700291.0,53000.0,1
M0087597,0087597,The Last Starfighter,Action,1984.0,3.88,13,101,2.6390573296152584,1,Other,False,Nick Castle,United States,15000000.0,28733290.0,39000.0,1
M0087781,0087781,The Natural,Drama,1984.0,4.12,17,138,2.8903717578961645,1,Other,False,Barry Levinson,United States,28000000.0,47951979.0,46000.0,1
M0087799,0087799,Night of the Comet,Comedy,1984.0,3.25,12,95,2.5649493574615367,1,Other,False,Thom Eberhardt,United States,700000.0,14418922.0,19000.0,1
M0087800,0087800,A Nightmare on Elm Street,Horror,1984.0,3.86,106,91,4.672828834461906,1,Other,False,Wes Craven,United States,1800000.0,25507137.0,212000.0,1
M0087803,0087803,Nineteen Eighty-Four,Drama,1984.0,3.78,45,109,3.828641396489095,1,English,False,,,,,,1
M0087843,0087843,Once Upon a Time in America,Crime,1984.0,4.3,210,229,5.351858133476067,1,Other,False,Sergio Leone,Italy,30000000.0,5473212.0,321000.0,1
M0087884,0087884,"Paris, Texas",Drama,1984.0,4.38,96,145,4.574710978503383,1,Other,False,Wim Wenders,West Germany,,2207548.0,96000.0,1
M0087909,0087909,Phenomena,Horror,1985.0,3.53,15,96,2.772588722239781,1,English,False,,,,,,1
M0087928,0087928,Police Academy,Comedy,1984.0,3.72,44,96,3.8066624897703196,1,Other,False,Hugh Wilson,United States,4500000.0,81198894.0,118000.0,1
M0087957,0087957,Purple Rain,Drama,1984.0,3.68,19,111,2.995732273553991,1,Other,False,Albert Magnoli,United States,7200000.0,70263155.0,20000.0,1
M0087985,0087985,Red Dawn,Action,1984.0,3.79,17,114,2.8903717578961645,1,Other,False,John Milius,United States,17000000.0,38376497.0,53000.0,1
M0087995,0087995,Repo Man,Comedy,1984.0,3.78,20,92,3.044522437723423,1,Other,False,Alex Cox,United States,1500000.0,129000.0,35000.0,1
M0088000,0088000,Revenge of the Nerds,Comedy,1984.0,3.53,18,90,2.9444389791664403,1,Other,False,Jeff Kanew,United States,8000000.0,40874452.0,50000.0,1
M0088011,0088011,Romancing the Stone,Action,1984.0,3.67,36,106,3.6109179126442243,1,Other,False,Robert Zemeckis,Mexico,10000000.0,86572238.0,86000.0,1
M0088024,0088024,Runaway,Action,1984.0,2.93,14,99,2.70805020110221,1,Other,False,Michael Crichton,United States,,6770587.0,12000.0,1
M0088117,0088117,"Silent Night, Deadly Night",Horror,1984.0,3.1,15,79,2.772588722239781,1,Other,False,Charles E. Sellier Jr.,United States,1065000.0,2491460.0,14000.0,1
M0088128,0088128,Sixteen Candles,Comedy,1984.0,3.66,49,93,3.912023005428146,1,Other,False,John Hughes,United States,6500000.0,23686027.0,108000.0,1
M0088161,0088161,Splash,Comedy,1984.0,3.42,20,111,3.044522437723423,1,Other,False,Ron Howard,United States,8000000.0,69821334.0,71000.0,1
M0088170,0088170,Star Trek III: The Search for Spock,Action,1984.0,3.34,32,105,3.4965075614664802,1,Other,False,Leonard Nimoy,United States,17000000.0,76471046.0,76000.0,1
M0088172,0088172,Starman,Romance,1984.0,3.77,15,115,2.772588722239781,1,Other,False,John Carpenter,United States,22000000.0,28744356.0,44000.0,1
M0088184,0088184,Stranger Than Paradise,Comedy,1984.0,3.75,30,89,3.4339872044851463,1,Other,False,Jim Jarmusch,United States,90000.0,2436000.0,36000.0,1
M0088247,0088247,The Terminator,Action,1984.0,4.16,199,107,5.298317366548036,1,Other,False,James Cameron,United Kingdom,6400000.0,78371200.0,812000.0,1
M0088258,0088258,This Is Spinal Tap,Comedy,1984.0,3.74,44,82,3.8066624897703196,1,Other,False,Rob Reiner,United States,2500000.0,4736202.0,132000.0,1
M0088286,0088286,Top Secret!,Comedy,1984.0,3.94,26,90,3.295836866004329,1,Other,False,Jim Abrahams,United Kingdom,9000000.0,20458340.0,62000.0,1
M0088323,0088323,The NeverEnding Story,Adventure,1984.0,3.81,47,102,3.871201010907891,1,Other,False,Wolfgang Petersen,West Germany,27000000.0,20251411.0,135000.0,1
