user_id,content_id,timestamp,rating,watch_percentage,device,mood,genre,hour,dayofweek,month,year,review,genre_label,polarity,subjectivity,sentiment,aspect_acting,aspect_plot,aspect_visuals,aspect_sound
37343,M0080487,2013-09-29 00:35:07,4.0,65.0,Mobile,Happy,Comedy,0,6,9,2013,A cinematic gem. Incredible performances and stunning cinematography.,Comedy,0.512,0.7,Positive,0.467,0.0,0.467,0.0
38057,M0080487,2017-05-30 05:53:14,2.5,39.9,Mobile,Happy,Comedy,5,1,5,2017,A dull and forgettable comedy. Terrible pacing and bland characters.,Comedy,-0.6938,0.7083,Negative,0.0,-0.49,0.0,0.0
60420,M0080487,2017-02-08 22:05:10,2.0,27.4,Smart TV,Happy,Comedy,22,2,2,2017,A dull and forgettable comedy. Terrible pacing and bland characters.,Comedy,-0.6938,0.7083,Negative,0.0,-0.49,0.0,0.0
64750,M0080487,2015-10-17 12:56:09,5.0,58.4,Laptop,Happy,Comedy,12,5,10,2015,Completely powerful. The plot is brilliant and the cast is outstanding.,Comedy,0.628,0.9583,Positive,0.567,0.567,0.0,0.0
16412,M0080487,2020-05-01 02:37:50,4.5,71.8,Mobile,Happy,Comedy,2,4,5,2020,This is a timeless revelation. The soundtrack is phenomenal and the script is flawless.,Comedy,0.85,0.75,Positive,0.0,0.75,0.0,0.75
66192,M0080516,2016-10-19 04:14:50,3.5,45.6,Mobile,Tense,Horror,4,2,10,2016,Has its moments. Some scenes are decent but overall feels mediocre.,Horror,-0.1467,0.5556,Neutral,0.0,0.0,0.0,0.0
26430,M0080516,2020-08-23 20:23:26,3.5,51.9,Smart TV,Tense,Horror,20,6,8,2020,Passable horror. The acting is okay but the plot feels a bit slow.,Horror,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
58387,M0080516,2017-08-13 22:14:26,4.0,62.6,Smart TV,Tense,Horror,22,6,8,2017,A true triumph. Breathtaking visuals and a gripping narrative.,Horror,0.65,0.8833,Positive,0.0,0.617,0.617,0.0
55588,M0080516,2021-11-15 13:32:52,3.5,45.5,Laptop,Tense,Horror,13,0,11,2021,A decent horror with some decent moments. Not without flaws but worth watching.,Horror,0.1267,0.4778,Neutral,0.0,0.0,0.0,0.0
71586,M0080516,2018-05-17 03:39:22,4.0,64.8,Mobile,Tense,Horror,3,3,5,2018,A cinematic classic. Incredible performances and stunning cinematography.,Horror,0.579,0.5667,Positive,0.392,0.0,0.392,0.0
64798,M0080569,2015-02-16 22:24:28,3.5,53.0,Smart TV,Tense,Crime,22,0,2,2015,"Average crime. Nothing groundbreaking, but not boring either.",Crime,-0.015,0.7,Neutral,0.0,0.0,0.0,0.0
26295,M0080569,2013-07-16 10:00:13,2.5,25.8,Laptop,Tense,Crime,10,1,7,2013,Overrated and dreadful. The script is incoherent and the ending is awful.,Crime,-0.84,0.7222,Negative,0.0,-0.733,0.0,0.0
46803,M0080569,2016-09-16 02:03:55,4.0,58.4,Mobile,Tense,Crime,2,4,9,2016,One of the most classic films I have ever seen. moving storytelling.,Crime,0.424,0.3333,Positive,0.0,0.333,0.0,0.0
1036,M0080569,2016-05-08 12:22:00,3.5,40.7,Laptop,Tense,Crime,12,6,5,2016,Passable crime. The acting is okay but the plot feels a bit slow.,Crime,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
41980,M0080569,2013-09-07 18:46:05,3.0,45.0,Smart TV,Tense,Crime,18,5,9,2013,Mixed feelings. Strong performances let down by a predictable story.,Crime,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
12230,M0080610,2021-01-23 21:02:09,4.5,54.4,Smart TV,Melancholic,Drama,21,5,1,2021,A true revelation. Breathtaking visuals and a gripping narrative.,Drama,0.65,0.8833,Positive,0.0,0.617,0.617,0.0
8170,M0080610,2018-06-15 17:03:05,4.0,44.1,Laptop,Melancholic,Drama,17,4,6,2018,A cinematic triumph. Incredible performances and stunning cinematography.,Drama,0.512,0.7,Positive,0.467,0.0,0.467,0.0
55588,M0080610,2020-09-13 13:28:12,3.0,54.5,Laptop,Melancholic,Drama,13,6,9,2020,Passable drama. The acting is okay but the plot feels a bit slow.,Drama,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
42534,M0080610,2013-11-03 23:56:07,3.5,61.8,Mobile,Melancholic,Drama,23,6,11,2013,Mixed feelings. Strong performances let down by a predictable story.,Drama,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
21467,M0080610,2013-12-18 13:13:12,4.0,64.1,Laptop,Melancholic,Drama,13,2,12,2013,An absolute masterpiece. The drama is captivating and the acting is stellar.,Drama,0.5425,0.5375,Positive,0.237,0.0,0.0,0.0
21105,M0080661,2013-03-19 02:52:11,3.5,32.9,Mobile,Tense,Thriller,2,1,3,2013,Passable thriller. The acting is okay but the plot feels a bit slow.,Thriller,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
38532,M0080661,2013-08-09 13:42:22,4.0,54.3,Laptop,Tense,Thriller,13,4,8,2013,One of the most triumph films I have ever seen. thought-provoking storytelling.,Thriller,0.3,0.5,Positive,0.0,0.5,0.0,0.0
32882,M0080661,2013-10-19 02:58:08,2.5,42.9,Mobile,Tense,Thriller,2,5,10,2013,Disappointing thriller. The plot is boring and the acting is poor.,Thriller,-0.652,0.575,Negative,-0.5,-0.5,0.0,0.0
8343,M0080661,2017-06-24 21:18:45,3.5,26.3,Smart TV,Tense,Thriller,21,5,6,2017,"Average thriller. Nothing groundbreaking, but not boring either.",Thriller,-0.015,0.7,Neutral,0.0,0.0,0.0,0.0
52884,M0080661,2018-02-08 10:47:48,3.0,31.2,Laptop,Tense,Thriller,10,3,2,2018,Mixed feelings. Strong performances let down by a predictable story.,Thriller,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
58980,M0080678,2020-03-21 20:34:01,5.0,79.2,Smart TV,Curious,Biography,20,5,3,2020,A cinematic classic. Incredible performances and stunning cinematography.,Biography,0.579,0.5667,Positive,0.392,0.0,0.392,0.0
39248,M0080678,2017-02-28 17:02:38,4.5,55.9,Laptop,Curious,Biography,17,1,2,2017,An absolute masterpiece. The biography is thought-provoking and the acting is stellar.,Biography,0.378,0.3833,Positive,0.15,0.0,0.0,0.0
32409,M0080678,2018-07-10 07:38:52,4.5,62.0,Mobile,Curious,Biography,7,1,7,2018,A true classic. Breathtaking visuals and a gripping narrative.,Biography,0.6945,0.7042,Positive,0.0,0.504,0.504,0.0
55809,M0080678,2016-11-04 02:07:24,2.5,13.6,Mobile,Curious,Biography,2,4,11,2016,"Awful. Waste of time — predictable, clichéd, and unwatchable.",Biography,-0.68,0.5,Negative,0.0,0.0,0.0,0.0
46935,M0080678,2015-04-11 11:26:52,3.5,52.0,Laptop,Curious,Biography,11,5,4,2015,"Average biography. Nothing groundbreaking, but not boring either.",Biography,-0.015,0.7,Neutral,0.0,0.0,0.0,0.0
21555,M0080684,2020-05-10 20:47:19,4.5,57.3,Smart TV,Excited,Action,20,6,5,2020,Completely powerful. The plot is brilliant and the cast is outstanding.,Action,0.628,0.9583,Positive,0.567,0.567,0.0,0.0
44649,M0080684,2018-01-03 07:36:57,5.0,63.1,Mobile,Excited,Action,7,2,1,2018,A cinematic gem. Incredible performances and stunning cinematography.,Action,0.512,0.7,Positive,0.467,0.0,0.467,0.0
23547,M0080684,2013-05-06 01:10:50,4.0,67.7,Mobile,Excited,Action,1,0,5,2013,An absolute classic. The action is thought-provoking and the acting is stellar.,Action,0.326,0.2833,Positive,0.143,0.0,0.0,0.0
49991,M0080684,2013-12-07 07:05:09,5.0,74.5,Mobile,Excited,Action,7,5,12,2013,A cinematic gem. Incredible performances and stunning cinematography.,Action,0.512,0.7,Positive,0.467,0.0,0.467,0.0
56946,M0080684,2015-05-08 22:03:29,4.5,58.0,Smart TV,Excited,Action,22,4,5,2015,A true gem. Breathtaking visuals and a gripping narrative.,Action,0.65,0.8833,Positive,0.0,0.617,0.617,0.0
34307,M0080745,2015-06-30 04:30:16,4.0,58.6,Mobile,Excited,Action,4,1,6,2015,A cinematic masterpiece. Incredible performances and stunning cinematography.,Action,0.672,0.7,Positive,0.467,0.0,0.467,0.0
27564,M0080745,2013-04-30 12:29:46,5.0,72.8,Laptop,Excited,Action,12,1,4,2013,A true triumph. Breathtaking visuals and a gripping narrative.,Action,0.65,0.8833,Positive,0.0,0.617,0.617,0.0
44814,M0080745,2016-06-05 22:05:53,4.0,72.8,Smart TV,Excited,Action,22,6,6,2016,An absolute classic. The action is powerful and the acting is stellar.,Action,0.3417,0.4028,Positive,0.169,0.0,0.0,0.0
66515,M0080745,2016-10-04 11:01:29,3.0,45.9,Laptop,Excited,Action,11,1,10,2016,Passable action. The acting is okay but the plot feels a bit slow.,Action,-0.019,0.25,Neutral,0.075,0.075,0.0,0.0
42772,M0080745,2018-02-13 22:14:00,4.0,52.9,Smart TV,Excited,Action,22,1,2,2018,One of the most revelation films I have ever seen. captivating storytelling.,Action,0.436,0.75,Positive,0.0,0.5,0.0,0.0
45331,M0080749,2013-09-13 22:38:17,4.0,67.0,Smart TV,Tense,Horror,22,4,9,2013,An absolute triumph. The horror is captivating and the acting is stellar.,Horror,0.4065,0.5375,Positive,0.237,0.0,0.0,0.0
12016,M0080749,2016-12-04 20:43:37,3.5,52.9,Smart TV,Tense,Horror,20,6,12,2016,Mixed feelings. Strong performances let down by a predictable story.,Horror,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
70271,M0080749,2013-11-26 08:24:56,4.5,61.2,Mobile,Tense,Horror,8,1,11,2013,One of the most triumph films I have ever seen. thought-provoking storytelling.,Horror,0.3,0.5,Positive,0.0,0.5,0.0,0.0
676,M0080749,2014-05-09 07:40:45,3.0,38.6,Mobile,Tense,Horror,7,4,5,2014,Passable horror. The acting is okay but the plot feels a bit slow.,Horror,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
36766,M0080749,2020-07-07 20:07:19,2.5,36.5,Smart TV,Tense,Horror,20,1,7,2020,One of the worst horrors in recent memory. Skip this mediocre film.,Horror,-0.476,0.75,Negative,0.0,0.0,0.0,0.0
69564,M0080761,2013-05-23 20:35:52,4.0,69.0,Smart TV,Tense,Horror,20,3,5,2013,A cinematic triumph. Incredible performances and stunning cinematography.,Horror,0.512,0.7,Positive,0.467,0.0,0.467,0.0
32997,M0080761,2018-08-17 07:05:24,4.0,47.9,Mobile,Tense,Horror,7,4,8,2018,A cinematic gem. Incredible performances and stunning cinematography.,Horror,0.512,0.7,Positive,0.467,0.0,0.467,0.0
71301,M0080761,2016-04-22 01:36:22,3.5,49.8,Mobile,Tense,Horror,1,4,4,2016,"Average horror. Nothing groundbreaking, but not boring either.",Horror,-0.015,0.7,Neutral,0.0,0.0,0.0,0.0
69657,M0080761,2015-02-13 15:43:50,4.0,56.3,Laptop,Tense,Horror,15,4,2,2015,This is a timeless classic. The soundtrack is phenomenal and the script is flawless.,Horror,0.7333,0.5556,Positive,0.0,0.556,0.0,0.556
59414,M0080761,2015-02-10 14:15:16,3.5,60.5,Laptop,Tense,Horror,14,1,2,2015,Mixed feelings. Strong performances let down by a predictable story.,Horror,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
52892,M0080801,2013-05-26 20:32:08,2.5,43.3,Smart TV,Happy,Comedy,20,6,5,2013,Disappointing comedy. The plot is boring and the acting is poor.,Comedy,-0.652,0.575,Negative,-0.5,-0.5,0.0,0.0
4543,M0080801,2017-09-17 19:00:59,3.5,48.4,Smart TV,Happy,Comedy,19,6,9,2017,Passable comedy. The acting is okay but the plot feels a bit slow.,Comedy,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
61616,M0080801,2016-04-09 07:31:26,3.5,53.6,Mobile,Happy,Comedy,7,5,4,2016,A decent comedy with some interesting moments. Not without flaws but worth watching.,Comedy,0.1933,0.4222,Positive,0.0,0.0,0.0,0.0
40282,M0080801,2015-10-31 14:12:23,4.0,62.4,Laptop,Happy,Comedy,14,5,10,2015,An absolute revelation. The comedy is thought-provoking and the acting is stellar.,Comedy,0.218,0.3833,Positive,0.15,0.0,0.0,0.0
65775,M0080801,2014-09-07 21:32:24,2.5,35.5,Smart TV,Happy,Comedy,21,6,9,2014,A dull and forgettable comedy. Terrible pacing and bland characters.,Comedy,-0.6938,0.7083,Negative,0.0,-0.49,0.0,0.0
33361,M0080979,2014-12-30 23:40:48,5.0,78.2,Mobile,Melancholic,Drama,23,1,12,2014,A cinematic gem. Incredible performances and stunning cinematography.,Drama,0.512,0.7,Positive,0.467,0.0,0.467,0.0
45337,M0080979,2020-01-10 22:46:07,4.5,49.7,Smart TV,Melancholic,Drama,22,4,1,2020,An absolute masterpiece. The drama is moving and the acting is stellar.,Drama,0.49,0.3833,Positive,0.15,0.0,0.0,0.0
71219,M0080979,2014-11-29 11:42:15,5.0,62.6,Laptop,Melancholic,Drama,11,5,11,2014,An absolute masterpiece. The drama is powerful and the acting is stellar.,Drama,0.4005,0.5375,Positive,0.188,0.0,0.0,0.0
34645,M0080979,2017-03-20 13:41:23,3.5,45.5,Laptop,Melancholic,Drama,13,0,3,2017,A decent drama with some solid moments. Not without flaws but worth watching.,Drama,0.0933,0.2889,Neutral,0.0,0.0,0.0,0.0
6275,M0080979,2015-02-13 07:23:13,3.5,42.2,Mobile,Melancholic,Drama,7,4,2,2015,Passable drama. The acting is okay but the plot feels a bit slow.,Drama,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
37679,M0081059,2016-10-03 14:11:53,4.5,65.6,Laptop,Curious,Biography,14,0,10,2016,This is a timeless triumph. The soundtrack is phenomenal and the script is flawless.,Biography,0.85,0.75,Positive,0.0,0.75,0.0,0.75
13414,M0081059,2018-01-15 16:22:24,4.0,67.5,Laptop,Curious,Biography,16,0,1,2018,A cinematic gem. Incredible performances and stunning cinematography.,Biography,0.512,0.7,Positive,0.467,0.0,0.467,0.0
49330,M0081059,2014-08-30 01:50:08,4.0,46.7,Mobile,Curious,Biography,1,5,8,2014,A cinematic triumph. Incredible performances and stunning cinematography.,Biography,0.512,0.7,Positive,0.467,0.0,0.467,0.0
6980,M0081059,2014-07-06 00:32:30,3.5,54.1,Mobile,Curious,Biography,0,6,7,2014,"Average biography. Nothing groundbreaking, but not boring either.",Biography,-0.015,0.7,Neutral,0.0,0.0,0.0,0.0
41688,M0081059,2015-07-05 14:04:22,2.5,50.8,Laptop,Curious,Biography,14,6,7,2015,A dull and forgettable biography. Terrible pacing and bland characters.,Biography,-0.6938,0.7083,Negative,0.0,-0.49,0.0,0.0
36811,M0081070,2020-05-17 15:52:23,4.0,52.2,Laptop,Tense,Crime,15,6,5,2020,An absolute masterpiece. The crime is immersive and the acting is stellar.,Crime,0.378,0.3833,Positive,0.15,0.0,0.0,0.0
9105,M0081070,2018-02-28 15:41:14,2.5,15.7,Laptop,Tense,Crime,15,2,2,2018,"Awful. Waste of time — predictable, clichéd, and unwatchable.",Crime,-0.68,0.5,Negative,0.0,0.0,0.0,0.0
10887,M0081070,2014-07-12 15:13:56,4.0,62.5,Laptop,Tense,Crime,15,5,7,2014,Completely immersive. The plot is brilliant and the cast is outstanding.,Crime,0.588,0.7583,Positive,0.5,0.5,0.0,0.0
68644,M0081070,2015-06-27 22:30:40,4.5,78.9,Smart TV,Tense,Crime,22,5,6,2015,This is a timeless masterpiece. The soundtrack is phenomenal and the script is flawless.,Crime,0.85,0.75,Positive,0.0,0.75,0.0,0.75
4175,M0081070,2014-08-08 17:42:37,3.0,46.7,Laptop,Tense,Crime,17,4,8,2014,A decent crime with some interesting moments. Not without flaws but worth watching.,Crime,0.1933,0.4222,Positive,0.0,0.0,0.0,0.0
43191,M0081283,2020-02-12 00:38:39,4.5,80.0,Mobile,Melancholic,Drama,0,2,2,2020,This is a timeless classic. The soundtrack is phenomenal and the script is flawless.,Drama,0.7333,0.5556,Positive,0.0,0.556,0.0,0.556
34645,M0081283,2015-04-23 21:33:21,3.5,32.1,Smart TV,Melancholic,Drama,21,3,4,2015,Passable drama. The acting is okay but the plot feels a bit slow.,Drama,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
3793,M0081283,2014-02-27 05:56:56,4.5,65.2,Mobile,Melancholic,Drama,5,3,2,2014,One of the most revelation films I have ever seen. immersive storytelling.,Drama,0.3,0.5,Positive,0.0,0.5,0.0,0.0
68217,M0081283,2013-06-24 21:18:22,3.5,45.5,Smart TV,Melancholic,Drama,21,0,6,2013,Passable drama. The acting is okay but the plot feels a bit slow.,Drama,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
1949,M0081283,2020-02-09 20:27:42,3.5,36.4,Smart TV,Melancholic,Drama,20,6,2,2020,Passable drama. The acting is okay but the plot feels a bit slow.,Drama,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
2216,M0081318,2019-06-30 16:20:54,4.5,67.1,Laptop,Tense,Horror,16,6,6,2019,Completely captivating. The plot is brilliant and the cast is outstanding.,Horror,0.78,0.9583,Positive,0.633,0.633,0.0,0.0
2139,M0081318,2017-02-04 21:37:39,2.0,21.9,Smart TV,Tense,Horror,21,5,2,2017,Overrated and dreadful. The script is incoherent and the ending is awful.,Horror,-0.84,0.7222,Negative,0.0,-0.733,0.0,0.0
22162,M0081318,2013-05-01 05:04:45,2.5,48.1,Mobile,Tense,Horror,5,2,5,2013,One of the worst horrors in recent memory. Skip this mediocre film.,Horror,-0.476,0.75,Negative,0.0,0.0,0.0,0.0
39688,M0081318,2017-05-11 23:50:17,2.0,18.5,Mobile,Tense,Horror,23,3,5,2017,Disappointing horror. The plot is boring and the acting is poor.,Horror,-0.652,0.575,Negative,-0.5,-0.5,0.0,0.0
55201,M0081318,2017-11-24 22:07:36,3.5,49.7,Smart TV,Tense,Horror,22,4,11,2017,A decent horror with some solid moments. Not without flaws but worth watching.,Horror,0.0933,0.2889,Neutral,0.0,0.0,0.0,0.0
69903,M0081375,2018-04-21 21:33:15,3.5,57.5,Smart TV,Happy,Comedy,21,5,4,2018,Mixed feelings. Strong performances let down by a predictable story.,Comedy,-0.0843,0.4431,Neutral,0.019,0.019,0.0,0.0
29027,M0081375,2017-08-26 04:47:52,2.0,26.6,Mobile,Happy,Comedy,4,5,8,2017,Disappointing comedy. The plot is boring and the acting is poor.,Comedy,-0.652,0.575,Negative,-0.5,-0.5,0.0,0.0
50316,M0081375,2014-04-13 21:53:34,3.5,53.7,Smart TV,Happy,Comedy,21,6,4,2014,Passable comedy. The acting is okay but the plot feels a bit slow.,Comedy,-0.024,0.3,Neutral,0.067,0.067,0.0,0.0
39688,M0081375,2017-05-11 23:47:29,4.0,39.7,Mobile,Happy,Comedy,23,3,5,2017,Completely immersive. The plot is brilliant and the cast is outstanding.,Comedy,0.588,0.7583,Positive,0.5,0.5,0.0,0.0
12082,M0081375,2014-04-27 21:31:05,2.0,26.1,Smart TV,Happy,Comedy,21,6,4,2014,A dull and forgettable comedy. Terrible pacing and bland characters.,Comedy,-0.6938,0.7083,Negative,0.0,-0.49,0.0,0.0
26962,M0081383,2018-10-27 21:13:30,2.0,22.5,Smart TV,Tense,Horror,21,5,10,2018,Overrated and dreadful. The script is incoherent and the ending is awful.,Horror,-0.84,0.7222,Negative,0.0,-0.733,0.0,0.0
29637,M0081383,2020-07-07 07:28:27,1.5,35.2,Mobile,Tense,Horror,7,1,7,2020,Disappointing horror. The plot is boring and the acting is poor.,Horror,-0.652,0.575,Negative,-0.5,-0.5,0.0,0.0
66848,M0081383,2017-10-16 11:22:30,2.5,50.1,Laptop,Tense,Horror,11,0,10,2017,A dull and forgettable horror. Terrible pacing and bland characters.,Horror,-0.6938,0.7083,Negative,0.0,-0.49,0.0,0.0
