user_id,total_ratings,avg_rating_given,avg_watch_pct,unique_genres,favorite_genre,favorite_device,first_seen,last_seen,mobile_ratio,evening_ratio,tenure_days,ratings_per_day,subscription,age_group,days_inactive,churn_risk,is_active,avg_daily_hours
10074,47,3.1,43.95106382978723,8,Action,Laptop,2013-03-02 16:12:10,2015-02-08 12:04:47,0.2127659574468085,0.2765957446808511,707,0.0665,Basic,25-34,2480,High,False,0.1
10075,11,3.5,49.690909090909095,5,Action,Laptop,2013-03-04 17:13:03,2013-06-09 16:34:33,0.0,0.2727272727272727,96,0.1146,Free,45-54,3089,High,False,0.1
10076,17,4.03,57.57058823529412,5,Drama,Mobile,2013-03-15 01:47:49,2014-12-03 14:37:14,0.5882352941176471,0.5882352941176471,628,0.0271,Free,25-34,2547,High,False,0.1
10077,5,3.5,40.260000000000005,3,Drama,Laptop,2013-05-21 13:44:58,2013-07-12 22:28:32,0.2,0.6,52,0.0962,Free,35-44,3056,High,False,0.1
10078,11,4.23,60.45454545454545,5,Drama,Laptop,2014-02-02 11:43:37,2016-10-23 11:40:23,0.36363636363636365,0.45454545454545453,993,0.0111,Free,18-24,1857,High,False,0.1
10081,16,3.88,52.61875,5,Animation,Mobile,2016-10-17 05:40:28,2017-09-22 21:37:10,0.75,0.0625,340,0.0471,Free,35-44,1523,High,False,0.1
10086,14,4.07,52.728571428571435,5,Drama,Smart TV,2014-06-20 19:22:24,2017-04-15 02:52:52,0.2857142857142857,0.8571428571428571,1029,0.0136,Free,35-44,1684,High,False,0.1
10088,20,3.88,53.975,4,Action,Mobile,2016-03-02 01:02:28,2019-10-15 18:47:57,0.7,0.7,1322,0.0151,Free,35-44,770,High,False,0.1
1009,15,3.6,46.71333333333334,7,Action,Smart TV,2013-03-20 13:14:33,2017-06-14 19:23:20,0.06666666666666667,0.6,1547,0.0097,Free,55+,1623,High,False,0.1
10091,68,3.61,52.04264705882353,8,Action,Smart TV,2015-11-01 19:14:52,2019-09-01 08:09:06,0.17647058823529413,0.6617647058823529,1399,0.0486,Basic,35-44,814,High,False,0.1
10095,11,4.68,68.26363636363637,8,Drama,Mobile,2019-10-18 22:26:32,2020-01-16 00:24:54,0.6363636363636364,0.8181818181818182,89,0.1236,Free,25-34,678,High,False,0.13
10096,22,3.52,52.472727272727276,4,Action,Laptop,2015-07-11 11:43:01,2015-07-17 14:45:04,0.18181818181818182,0.18181818181818182,6,3.6667,Free,25-34,2321,High,False,2.89
10099,121,3.94,53.210743801652896,9,Action,Mobile,2017-04-09 20:41:53,2019-05-05 09:18:09,0.4628099173553719,0.8264462809917356,755,0.1603,Standard,35-44,933,High,False,0.13
101,10,3.7,53.11,5,Drama,Smart TV,2013-08-13 06:33:54,2016-07-26 20:47:48,0.1,0.8,1078,0.0093,Free,18-24,1946,High,False,0.1
10102,8,3.19,44.075,5,Action,Smart TV,2013-09-01 19:24:31,2014-03-15 11:37:07,0.125,0.625,194,0.0412,Free,35-44,2810,High,False,0.1
10103,42,3.49,46.647619047619045,9,Drama,Laptop,2020-01-15 22:53:21,2021-10-06 13:18:01,0.2857142857142857,0.47619047619047616,629,0.0668,Basic,35-44,48,Low,True,0.1
10105,5,2.8,41.54,3,Action,Mobile,2014-07-14 06:42:44,2019-10-14 01:12:42,0.8,0.4,1917,0.0026,Free,18-24,772,High,False,0.1
10107,5,3.2,40.78,4,Drama,Laptop,2013-08-31 14:54:09,2013-09-17 02:44:25,0.4,0.4,16,0.3125,Free,18-24,2990,High,False,0.19
10108,11,4.45,60.06363636363637,7,Drama,Laptop,2015-08-01 17:38:47,2017-08-17 18:13:11,0.09090909090909091,0.45454545454545453,747,0.0147,Free,25-34,1559,High,False,0.1
10119,31,3.65,52.65806451612904,7,Action,Laptop,2015-08-25 23:52:09,2016-11-20 11:33:53,0.22580645161290322,0.41935483870967744,452,0.0686,Basic,25-34,1829,High,False,0.1
1012,19,3.58,52.04736842105263,7,Action,Smart TV,2013-11-16 19:22:36,2014-07-12 14:25:59,0.3157894736842105,0.8421052631578947,237,0.0802,Free,35-44,2691,High,False,0.1
10120,7,2.93,43.628571428571426,4,Crime,Smart TV,2013-03-09 21:42:00,2013-07-15 19:39:48,0.0,0.7142857142857143,127,0.0551,Free,25-34,3053,High,False,0.1
10122,14,3.71,48.07142857142857,5,Action,Smart TV,2016-12-22 15:32:19,2017-10-24 15:36:36,0.21428571428571427,0.6428571428571429,306,0.0458,Free,55+,1491,High,False,0.1
10139,16,3.25,44.725,6,Drama,Laptop,2020-01-29 22:19:36,2021-11-20 11:17:47,0.1875,0.5,660,0.0242,Free,18-24,3,Low,True,0.1
10140,167,3.68,50.42814371257485,10,Animation,Laptop,2013-03-17 21:55:26,2018-02-26 20:15:25,0.17964071856287425,0.5089820359281437,1806,0.0925,Standard,18-24,1366,High,False,0.1
10142,24,3.85,57.37916666666666,7,Action,Smart TV,2014-10-20 11:27:38,2018-01-30 10:16:24,0.375,0.6666666666666666,1197,0.0201,Free,18-24,1393,High,False,0.1
10143,8,3.81,58.525,3,Drama,Smart TV,2014-01-19 18:48:11,2016-01-23 15:16:49,0.0,0.625,733,0.0109,Free,35-44,2131,High,False,0.1
1015,17,3.56,48.69411764705882,5,Drama,Smart TV,2020-01-10 20:14:07,2021-10-15 15:56:31,0.35294117647058826,0.7058823529411765,643,0.0264,Free,25-34,39,Low,True,0.1
10154,7,3.93,60.25714285714285,5,Action,Smart TV,2014-10-23 11:07:02,2017-02-23 19:30:43,0.14285714285714285,0.7142857142857143,854,0.0082,Free,25-34,1734,High,False,0.1
10156,11,4.14,57.16363636363636,5,Drama,Mobile,2017-01-22 21:13:42,2018-03-02 18:43:37,0.45454545454545453,0.18181818181818182,403,0.0273,Free,25-34,1362,High,False,0.1
10158,5,4.1,59.55999999999999,3,Biography,Smart TV,2013-05-11 16:42:22,2013-06-18 21:21:49,0.0,0.6,38,0.1316,Free,18-24,3080,High,False,0.12
1016,29,3.74,53.1,9,Action,Mobile,2013-03-01 20:41:47,2013-08-20 07:31:49,0.6551724137931034,0.4827586206896552,171,0.1696,Free,18-24,3017,High,False,0.14
10161,15,4.47,63.31333333333334,7,Action,Mobile,2013-09-07 04:34:32,2014-10-13 05:08:55,0.9333333333333333,0.4,401,0.0374,Free,35-44,2598,High,False,0.1
10162,18,3.94,56.833333333333336,6,Action,Smart TV,2015-04-23 22:34:37,2019-12-26 13:02:59,0.2222222222222222,0.5555555555555556,1707,0.0105,Free,18-24,698,High,False,0.1
10165,11,3.5,48.58181818181818,5,Drama,Mobile,2015-02-17 03:58:00,2016-01-05 13:07:46,0.5454545454545454,0.36363636363636365,322,0.0342,Free,18-24,2149,High,False,0.1
10168,16,4.62,62.75,5,Action,Laptop,2013-04-14 11:50:24,2014-11-04 07:18:15,0.3125,0.25,568,0.0282,Free,25-34,2576,High,False,0.1
10171,11,4.05,52.75454545454546,6,Drama,Mobile,2016-03-12 03:05:09,2019-02-03 00:01:10,0.6363636363636364,0.5454545454545454,1057,0.0104,Free,45-54,1025,High,False,0.1
10176,15,3.27,46.29333333333333,5,Drama,Smart TV,2013-04-07 19:18:27,2014-11-05 21:16:32,0.06666666666666667,0.6666666666666666,577,0.026,Free,18-24,2575,High,False,0.1
10177,45,4.06,56.16444444444445,7,Drama,Mobile,2020-01-13 18:27:24,2021-08-14 21:16:09,0.4,0.5555555555555556,579,0.0777,Basic,45-54,101,Medium,False,0.1
10178,16,3.59,47.65,6,Action,Smart TV,2013-08-24 20:16:00,2018-10-10 22:00:59,0.1875,0.8125,1873,0.0085,Free,18-24,1140,High,False,0.1
10187,16,3.66,50.7125,4,Action,Smart TV,2018-06-17 15:47:18,2020-02-02 21:54:24,0.1875,0.75,595,0.0269,Free,55+,660,High,False,0.1
1019,6,4.42,54.9,4,Action,Mobile,2013-11-04 23:20:05,2013-12-23 01:22:15,1.0,1.0,48,0.125,Free,25-34,2893,High,False,0.1
10207,37,3.57,50.28648648648648,7,Action,Smart TV,2020-01-17 22:29:55,2021-11-24 00:05:10,0.32432432432432434,0.7027027027027027,676,0.0547,Basic,55+,0,Low,True,0.1
10209,6,4.25,62.11666666666667,3,Action,Smart TV,2014-01-11 00:15:46,2015-12-15 21:55:45,0.3333333333333333,0.8333333333333334,703,0.0085,Free,35-44,2170,High,False,0.1
1021,5,2.8,25.380000000000003,4,Action,Mobile,2013-09-03 00:42:46,2013-12-23 03:32:34,0.8,0.4,111,0.045,Free,35-44,2893,High,False,0.1
10211,24,3.52,48.25833333333333,7,Drama,Smart TV,2014-03-13 22:58:57,2015-10-02 04:20:11,0.375,0.8333333333333334,567,0.0423,Free,18-24,2245,High,False,0.1
10214,81,2.99,41.95061728395062,10,Action,Smart TV,2013-03-06 07:15:16,2014-03-12 22:01:54,0.2222222222222222,0.5061728395061729,371,0.2183,Basic,25-34,2813,High,False,0.14
10215,9,4.89,62.96666666666667,4,Drama,Laptop,2013-03-06 17:48:35,2013-03-06 17:52:59,0.0,0.0,1,9.0,Free,18-24,3184,High,False,8.5
10217,57,4.11,57.335087719298244,8,Action,Mobile,2013-03-04 02:11:08,2015-02-26 21:12:35,0.8947368421052632,0.21052631578947367,724,0.0787,Basic,25-34,2462,High,False,0.1
10218,25,3.86,54.504,6,Action,Smart TV,2014-09-04 12:49:05,2015-08-24 12:32:23,0.08,0.52,353,0.0708,Free,18-24,2283,High,False,0.1
10219,7,3.0,36.771428571428565,5,Action,Smart TV,2019-06-21 23:53:39,2019-09-10 17:17:15,0.14285714285714285,0.5714285714285714,80,0.0875,Free,25-34,805,High,False,0.1
10221,4,3.88,56.55,4,Drama,Mobile,2017-02-28 15:05:12,2017-03-25 05:32:37,0.75,0.25,24,0.1667,Free,25-34,1704,High,False,0.14
10223,30,3.9,53.79666666666667,8,Crime,Smart TV,2013-03-02 23:03:02,2013-06-27 21:43:24,0.2,0.7666666666666667,116,0.2586,Basic,18-24,3071,High,False,0.21
10227,9,4.0,55.56666666666667,5,Action,Mobile,2020-01-14 09:17:05,2021-10-16 11:34:23,0.6666666666666666,0.5555555555555556,641,0.014,Free,35-44,38,Low,True,0.1
10229,3,3.83,51.833333333333336,2,Crime,Smart TV,2020-03-01 22:14:16,2020-04-02 21:05:46,0.0,1.0,31,0.0968,Free,35-44,600,High,False,0.1
10230,5,4.0,49.88,2,Drama,Mobile,2015-09-12 21:11:35,2016-06-17 12:44:02,0.4,0.2,278,0.018,Free,25-34,1985,High,False,0.1
10234,6,4.0,51.68333333333334,4,Action,Mobile,2016-11-04 23:19:45,2016-12-02 08:36:35,0.6666666666666666,0.6666666666666666,27,0.2222,Free,25-34,1817,High,False,0.17
10246,5,4.2,52.0,3,Drama,Smart TV,2020-01-13 19:38:16,2021-04-24 23:31:16,0.2,1.0,467,0.0107,Free,18-24,213,High,False,0.1
10248,7,3.07,36.214285714285715,3,Comedy,Mobile,2013-09-04 03:52:19,2013-09-12 00:10:15,1.0,0.8571428571428571,7,1.0,Free,35-44,2995,High,False,0.54
10251,12,3.71,49.69166666666666,5,Action,Smart TV,2014-01-03 23:39:14,2015-11-21 22:50:28,0.16666666666666666,0.8333333333333334,686,0.0175,Free,55+,2194,High,False,0.1
10252,42,3.85,55.61904761904762,6,Action,Laptop,2013-08-05 14:59:13,2016-09-10 09:13:31,0.14285714285714285,0.4523809523809524,1131,0.0371,Basic,25-34,1900,High,False,0.1
10254,8,4.0,56.9125,6,Animation,Laptop,2016-03-11 13:36:21,2017-07-08 03:20:58,0.5,0.0,483,0.0166,Free,35-44,1600,High,False,0.1
1026,15,3.63,53.7,5,Action,Mobile,2020-04-14 02:57:08,2021-03-15 17:43:24,0.6,0.8666666666666667,335,0.0448,Free,18-24,253,High,False,0.1
10271,12,3.79,57.10833333333333,6,Biography,Laptop,2020-03-27 22:28:34,2021-10-06 13:53:04,0.0,0.4166666666666667,557,0.0215,Free,35-44,48,Low,True,0.1
10278,22,3.93,56.35454545454545,7,Drama,Smart TV,2019-07-29 20:17:12,2020-02-12 22:26:26,0.13636363636363635,0.6818181818181818,198,0.1111,Free,25-34,650,High,False,0.1
1028,6,4.92,68.18333333333334,4,Thriller,Laptop,2014-11-11 10:23:07,2015-01-18 17:47:49,0.16666666666666666,0.16666666666666666,68,0.0882,Free,18-24,2501,High,False,0.1
10281,8,3.5,54.9625,3,Action,Laptop,2014-01-11 18:24:52,2016-03-03 16:44:46,0.0,0.375,781,0.0102,Free,35-44,2091,High,False,0.1
10283,6,4.58,66.43333333333334,4,Action,Mobile,2013-03-11 10:36:10,2013-07-16 10:11:32,0.5,0.16666666666666666,126,0.0476,Free,18-24,3052,High,False,0.1
10291,14,4.11,57.364285714285714,6,Drama,Mobile,2015-09-21 04:30:54,2019-11-09 05:38:44,0.42857142857142855,0.21428571428571427,1510,0.0093,Free,45-54,745,High,False,0.1
10297,7,4.79,69.34285714285714,4,Action,Mobile,2019-07-31 01:44:09,2020-01-12 01:23:18,0.7142857142857143,0.7142857142857143,164,0.0427,Free,18-24,682,High,False,0.1
10306,8,2.56,44.8375,6,Crime,Smart TV,2013-09-01 18:40:49,2013-11-09 23:01:18,0.25,0.875,69,0.1159,Free,35-44,2936,High,False,0.1
10308,572,4.18,58.439160839160834,12,Action,Mobile,2013-04-18 01:06:06,2019-02-14 03:44:24,0.6713286713286714,0.6888111888111889,2128,0.2688,Premium,25-34,1014,High,False,0.24
10309,168,3.68,50.26130952380952,10,Action,Smart TV,2013-06-19 20:50:22,2015-12-23 00:47:12,0.30952380952380953,0.8690476190476191,916,0.1834,Standard,35-44,2163,High,False,0.14
1031,33,3.45,47.22727272727273,7,Action,Mobile,2016-02-13 20:06:49,2016-07-14 23:39:26,0.48484848484848486,0.9393939393939394,152,0.2171,Basic,55+,1958,High,False,0.15
10313,16,3.41,44.375,5,Drama,Mobile,2013-08-24 04:02:49,2013-09-23 17:11:40,0.75,0.25,30,0.5333,Free,25-34,2983,High,False,0.35
10319,173,3.54,49.7,8,Action,Mobile,2014-07-02 23:27:14,2018-03-17 17:15:58,0.6589595375722543,0.8323699421965318,1353,0.1279,Standard,35-44,1347,High,False,0.1
1032,42,3.0,45.20952380952381,11,Drama,Mobile,2016-07-18 05:29:22,2019-03-25 03:57:25,0.6190476190476191,0.47619047619047616,979,0.0429,Basic,35-44,975,High,False,0.1
10322,116,3.72,51.90689655172414,9,Action,Smart TV,2013-03-08 21:55:18,2020-02-08 22:45:38,0.23275862068965517,0.7241379310344828,2528,0.0459,Standard,35-44,654,High,False,0.1
10323,17,4.12,60.00588235294118,5,Action,Mobile,2016-08-05 06:35:56,2019-01-10 01:00:10,0.6470588235294118,0.4117647058823529,887,0.0192,Free,25-34,1049,High,False,0.1
10324,9,4.56,63.82222222222222,4,Comedy,Smart TV,2015-07-23 09:44:11,2017-12-13 19:49:36,0.1111111111111111,0.5555555555555556,874,0.0103,Free,55+,1441,High,False,0.1
10326,8,3.12,39.1375,5,Drama,Smart TV,2015-01-24 23:13:18,2015-08-25 22:10:01,0.375,0.875,212,0.0377,Free,25-34,2282,High,False,0.1
10328,11,4.32,58.4,4,Action,Mobile,2017-03-02 11:26:41,2018-11-26 03:05:21,0.45454545454545453,0.18181818181818182,633,0.0174,Free,45-54,1094,High,False,0.1
10330,13,4.12,60.861538461538466,4,Crime,Mobile,2017-12-16 02:24:31,2018-09-08 00:17:33,1.0,1.0,265,0.0491,Free,35-44,1173,High,False,0.1
10338,6,4.25,62.083333333333336,4,Horror,Mobile,2020-02-28 22:06:37,2020-08-20 02:43:28,0.8333333333333334,0.5,173,0.0347,Free,25-34,461,High,False,0.1
10339,9,5.0,67.24444444444445,4,Action,Mobile,2013-09-15 13:23:49,2014-07-18 21:43:14,0.5555555555555556,0.5555555555555556,306,0.0294,Free,45-54,2685,High,False,0.1
10340,9,3.28,46.3,6,Action,Mobile,2013-09-20 07:41:47,2014-01-11 02:29:30,0.5555555555555556,0.7777777777777778,112,0.0804,Free,25-34,2874,High,False,0.1
10346,36,3.88,52.96666666666667,7,Biography,Mobile,2014-08-28 23:53:12,2014-10-28 17:07:31,0.7777777777777778,0.25,60,0.6,Basic,45-54,2583,High,False,0.48
10349,30,4.3,60.31333333333334,7,Action,Mobile,2013-09-01 22:18:19,2013-12-24 06:08:49,0.5,0.6666666666666666,113,0.2655,Basic,35-44,2891,High,False,0.24
1035,292,3.94,55.732191780821914,12,Action,Mobile,2016-11-26 06:17:50,2020-02-13 17:19:57,0.3595890410958904,0.4075342465753425,1174,0.2487,Premium,45-54,649,High,False,0.21
10350,19,3.66,47.78947368421053,8,Biography,Mobile,2014-02-15 04:37:15,2014-04-19 14:16:22,0.7894736842105263,0.15789473684210525,63,0.3016,Free,35-44,2775,High,False,0.22
10351,28,3.95,53.26428571428572,6,Action,Laptop,2013-03-24 05:54:34,2017-02-10 15:19:20,0.32142857142857145,0.07142857142857142,1419,0.0197,Free,35-44,1747,High,False,0.1
10354,13,2.73,38.0,5,Action,Laptop,2013-05-24 13:56:55,2016-04-26 19:40:14,0.0,0.46153846153846156,1068,0.0122,Free,25-34,2037,High,False,0.1
10357,9,3.61,51.12222222222223,5,Action,Mobile,2018-01-25 02:55:14,2019-04-04 14:54:57,0.6666666666666666,0.7777777777777778,434,0.0207,Free,55+,964,High,False,0.1
10358,6,3.5,47.86666666666667,3,Action,Smart TV,2013-08-10 21:37:22,2014-03-08 22:19:16,0.16666666666666666,1.0,210,0.0286,Free,35-44,2817,High,False,0.1
1036,246,3.4,46.552439024390246,11,Action,Smart TV,2013-03-18 15:12:56,2019-11-27 13:27:06,0.15853658536585366,0.5203252032520326,2444,0.1007,Premium,25-34,727,High,False,0.1
10361,12,4.0,55.56666666666666,5,Action,Mobile,2018-07-03 02:07:54,2019-04-17 01:56:58,0.75,0.8333333333333334,287,0.0418,Free,35-44,952,High,False,0.1
10364,6,3.5,46.199999999999996,4,Action,Smart TV,2015-12-04 17:41:36,2016-11-19 23:54:10,0.3333333333333333,0.8333333333333334,351,0.0171,Free,18-24,1830,High,False,0.1
10366,22,3.11,40.42727272727273,7,Action,Mobile,2017-06-30 10:54:02,2020-01-29 19:31:24,0.5909090909090909,0.7272727272727273,943,0.0233,Free,25-34,664,High,False,0.1
10367,27,3.78,51.4962962962963,7,Action,Mobile,2019-03-12 09:44:19,2020-02-01 01:55:31,0.8148148148148148,0.5555555555555556,325,0.0831,Free,35-44,662,High,False,0.1
10368,26,4.37,62.353846153846156,8,Action,Mobile,2018-05-28 16:29:28,2020-02-08 08:58:33,0.7307692307692307,0.3076923076923077,620,0.0419,Free,25-34,654,High,False,0.1
10390,96,4.13,58.97604166666667,7,Action,Mobile,2013-09-10 05:35:22,2018-04-25 03:59:47,0.4895833333333333,0.4166666666666667,1687,0.0569,Basic,35-44,1309,High,False,0.1
10394,6,4.67,64.66666666666667,5,Biography,Mobile,2020-01-13 00:48:24,2021-06-12 04:15:46,1.0,0.16666666666666666,516,0.0116,Free,25-34,165,Medium,False,0.1
10402,5,3.5,48.66,3,Action,Mobile,2020-01-15 22:20:20,2020-02-20 23:15:29,0.6,0.6,36,0.1389,Free,18-24,642,High,False,0.1
10404,19,4.11,59.18947368421052,6,Action,Laptop,2013-03-10 17:48:45,2014-07-23 21:27:37,0.10526315789473684,0.42105263157894735,500,0.038,Free,25-34,2680,High,False,0.1
10405,30,2.55,37.78666666666666,7,Action,Mobile,2013-10-17 01:34:53,2019-08-02 00:11:12,0.7666666666666667,0.9333333333333333,2114,0.0142,Basic,35-44,845,High,False,0.1
10409,75,3.8,53.18533333333333,9,Action,Smart TV,2013-09-16 18:36:04,2016-08-06 21:07:37,0.16,0.7333333333333333,1055,0.0711,Basic,35-44,1935,High,False,0.1
10412,5,3.4,42.980000000000004,4,Comedy,Mobile,2013-03-24 22:54:52,2013-09-23 03:07:03,0.6,0.6,182,0.0275,Free,35-44,2984,High,False,0.1
10414,17,3.97,53.252941176470586,6,Action,Mobile,2013-03-04 06:44:54,2013-03-29 01:46:04,1.0,0.29411764705882354,24,0.7083,Free,35-44,3162,High,False,0.57
10418,15,3.87,50.913333333333334,4,Action,Mobile,2017-02-04 23:05:00,2018-12-16 21:28:01,0.6666666666666666,0.8,679,0.0221,Free,35-44,1073,High,False,0.1
10420,51,3.8,51.52745098039216,7,Action,Mobile,2013-09-21 19:20:35,2014-10-01 06:10:58,0.49019607843137253,0.3137254901960784,374,0.1364,Basic,25-34,2610,High,False,0.11
10421,31,4.11,57.58709677419355,8,Drama,Smart TV,2019-05-23 20:52:04,2020-01-30 21:34:16,0.3225806451612903,0.8387096774193549,252,0.123,Basic,45-54,663,High,False,0.11
10422,33,3.95,57.23030303030303,10,Action,Smart TV,2013-06-05 00:05:36,2013-10-10 16:25:23,0.3333333333333333,0.6666666666666666,127,0.2598,Basic,25-34,2966,High,False,0.22
10429,5,3.7,49.980000000000004,3,Comedy,Mobile,2014-07-06 04:25:09,2015-02-14 05:11:45,0.8,0.4,223,0.0224,Free,25-34,2474,High,False,0.1
1043,53,3.3,46.72452830188679,9,Horror,Smart TV,2013-10-04 21:18:06,2014-08-17 11:22:55,0.2641509433962264,0.6981132075471698,316,0.1677,Basic,45-54,2655,High,False,0.12
10430,19,4.84,65.77368421052631,7,Drama,Smart TV,2013-09-23 21:09:39,2015-01-17 20:54:21,0.21052631578947367,0.5263157894736842,480,0.0396,Free,45-54,2502,High,False,0.1
10433,6,4.33,64.95,4,Biography,Mobile,2018-12-21 22:13:36,2019-08-13 23:33:53,0.5,0.6666666666666666,235,0.0255,Free,35-44,833,High,False,0.1
10437,4,3.75,54.900000000000006,4,Animation,Mobile,2016-09-01 04:55:45,2016-10-27 04:09:59,0.5,0.25,55,0.0727,Free,18-24,1854,High,False,0.1
10438,6,4.33,62.03333333333333,5,Adventure,Laptop,2013-05-08 15:36:36,2013-09-03 17:06:13,0.0,0.3333333333333333,118,0.0508,Free,55+,3003,High,False,0.1
1044,19,3.63,48.73684210526316,7,Comedy,Laptop,2013-03-26 18:23:09,2013-11-03 16:59:39,0.15789473684210525,0.47368421052631576,221,0.086,Free,35-44,2942,High,False,0.1
